Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags,Cov Num,Date Added
"Characterizing the Impact of COVID-19 on Men Who Have Sex with Men Across the United States in April, 2020","Sanchez, Travis H.; Zlotorzynska, Maria; Rai, Mona; Baral, Stefan D.","The COVID-19 pandemic is reinforcing health inequities among vulnerable populations, including men who have sex with men (MSM). We conducted a rapid online survey (April 2 to April 13, 2020) of COVID-19 related impacts on the sexual health of 1051 US MSM. Many participants had adverse impacts to general wellbeing, social interactions, money, food, drug use and alcohol consumption. Half had fewer sex partners and most had no change in condom access or use. Some reported challenges in accessing HIV testing, prevention and treatment services. Compared to older MSM, those 15–24 years were more likely to report economic and service impacts. While additional studies of COVID-19 epidemiology among MSM are needed, there is already evidence of emerging interruptions to HIV-related services. Scalable remote solutions such as telehealth and mailed testing and prevention supplies may be urgently needed to avert increased HIV incidence among MSM during the COVID-19 pandemic era.",2020,,AIDS and Behavior,,,01-Sep,,10.1007/s10461-020-02894-2,26193,#141720,Sanchez 2020,,,141720,30-04-20
Novel Coronavirus: How Atmospheric Particulate Affects Our Environment and Health,"Sanità di Toppi, Luigi; Sanità di Toppi, Lorenzo; Bellini, Erika","It is well-known that atmospheric pollution, first and foremost the particulate matter (PM), causes serious diseases in humans. China’s metropolises and Italy’s Po Valley have in fact achieved a concerning degree of notoriety thanks to runaway air pollution problems. The spread of viral respiratory diseases is facilitated in polluted environments, an example of which is the respiratory syncytial virus bronchiolitis. In this opinion paper, we consider the possible relationship between air pollution, primarily airborne PM10–2.5, and the spread of the novel coronavirus in Northern Italy. If it is true that the novel coronavirus remains active from some hours to several days on various surfaces, it is logical to postulate that the same can occur when it is adsorbed or absorbed by the atmospheric particulate matter, which may also help carry the virus into the human respiratory system. As the Earth presents us with a very high bill to pay, governments and other authorities need to take prompt action to counter excessive pollution levels, both in Italy and in other countries.",2020,,Challenges,11,1,06-Jun,,10.3390/challe11010006,26194,#141721,SanitàdiToppi 2020,,,141721,30-04-20
The autopsy debate during the COVID-19 emergency: the Italian experience,"Sapino, Anna; Facchetti, Fabio; Bonoldi, Emanuela; Gianatti, Andrea; Barbareschi, Mattia",,2020,,Virchows Archiv,,,01-Mar,,10.1007/s00428-020-02828-2,26195,#141722,Sapino 2020,,,141722,30-04-20
Sofosbuvir as Repurposed Antiviral Drug Against COVID-19: Why Were we Convinced to Evaluate the Drug in a Registered/Approved Clinical Trial?,"Sayad, Babak; Sobhani, Mahsa; Khodarahmi, Reza",,2020,,Archives of Medical Research,,,,,https://doi.org/10.1016/j.arcmed.2020.04.018,26196,#141723,Sayad 2020,,,141723,30-04-20
Virtual Remote Attending Supervision in an Academic Emergency Department during the COVID-19 Pandemic,"Schrading, Walter A.; Pigott, David; Thompson, Linda","ABSTRACT Background As the surge of patients with COVID-19 increased, our academic university faculty needed to explore ways to protect the more vulnerable physicians in the group from infection while maintaining the service to our patients and the educational objectives of our residency training program. Methods We utilized telehealth carts used for other purposes in the institution and the ED to allow the replacement of one physically present supervising attending physician with a virtual remote attending physician. This physician, working from home, can be virtually present for resident history and physicals with all patients in the supervised pod. Discussions about patient care, review of studies, and decision on final disposition can also be performed. Resident teaching can also be accomplished. Results Our innovation represents a novel use of telemedicine capabilities which allows us to protect vulnerable faculty from infection during the COVID-19 pandemic while maintaining appropriate EM resident supervision and patient care. We found some advantages of this process which allow us to more directly observe the initial resident assessment of the patient. The residents responded favorably to the degree of supervision and patient care that we can provide remotely. Conclusions Our novel use telemedicine during the COVID-19 pandemic has allowed us to decrease the exposure of more vulnerable faculty while maintaining the ability of these faculty to continue to contribute to patient care and resident education. It is well accepted by our residents and seems to be a viable alternative to physical presence in the ED for at least one faculty member. This modality might also be utilized by an attending who fell ill and was not yet able to return to physical work. We hope our description of this process might be useful to other academic departments or community hospital groups who may have at-risk members.",2020,,AEM Education and Training,n/a,n/a,,,10.1002/aet2.10460,26197,#141724,Schrading 2020,,,141724,30-04-20
Advising Medical Students during COVID-19: The Case for a Single Emergency Medicine Rotation for All,"Shandro, Jamie; Kessler, Ross; Schrepel, Caitlin; Jauregui, Joshua","Abstract The COVID-19 pandemic has disrupted the usual approach to exploring and applying into emergency medicine (EM) for medical students. On March 17th, 2020, the American Association of Medical Colleges issued guidance strongly suggesting that medical students be removed from direct patient care. Many medical schools removed medical students from clerkships and postponed hosting visiting medical students indefinitely. An informal query of EM clerkship directors on the Clerkship Directors in Emergency Medicine (CDEM) list-serve confirmed this trend in EM, with a clear majority of respondents pulling their students from clinical rotations and halting visiting student rotations.",2020,,AEM Education and Training,n/a,n/a,,,10.1002/aet2.10459,26198,#141725,Shandro 2020,,,141725,30-04-20
Metformin in COVID-19: A Possible Role Beyond Diabetes,"Sharma, Swati; Ray, Avik; Sadasivam, Balakrishnan",,2020,,Diabetes Research and Clinical Practice,,,108183-108183,,https://doi.org/10.1016/j.diabres.2020.108183,26199,#141726,Sharma 2020,,,141726,30-04-20
"The Year of the Nurse, Florence Nightingale and COVID-19: Reflections From Social Isolation","Sherifali, Diana",,2020,,Canadian Journal of Diabetes,,,,,https://doi.org/10.1016/j.jcjd.2020.04.002,26200,#141727,Sherifali 2020,,,141727,30-04-20
Development of a Surgical Workforce Access Team (SWAT) in the Battle Against COVID-19,"Sheth, Parth D.; Simons, Jessica P.; Robichaud, Devon I.; Ciaranello, Andrea L.; Schanzer, Andres",,2020,,Journal of Vascular Surgery,,,,,https://doi.org/10.1016/j.jvs.2020.04.493,26201,#141728,Sheth 2020,,,141728,30-04-20
Can melatonin reduce the severity of COVID-19 pandemic?,"Shneider, Alex; Kudriavtsev, Aleksandr; Vakhrusheva, Anna","The current COVID-19 pandemic is one of the most devastating events in recent history. The virus causes relatively minor damage to young, healthy populations, imposing life-threatening danger to the elderly and people with diseases of chronic inflammation. Therefore, if we could reduce the risk for vulnerable populations, it would make the COVID-19 pandemic more similar to other typical outbreaks. Children don't suffer from COVID-19 as much as their grandparents and have a much higher melatonin level. Bats are nocturnal animals possessing high levels of melatonin, which may contribute to their high anti-viral resistance. Viruses induce an explosion of inflammatory cytokines and reactive oxygen species, and melatonin is the best natural antioxidant that is lost with age. The programmed cell death coronaviruses cause, which can result in significant lung damage, is also inhibited by melatonin. Coronavirus causes inflammation in the lungs which requires inflammasome activity. Melatonin blocks these inflammasomes. General immunity is impaired by anxiety and sleep deprivation. Melatonin improves sleep habits, reduces anxiety and stimulates immunity. Fibrosis may be the most dangerous complication after COVID-19. Melatonin is known to prevent fibrosis. Mechanical ventilation may be necessary but yet imposes risks due to oxidative stress, which can be reduced by melatonin. Thus, by using the safe over-the-counter drug melatonin, we may be immediately able to prevent the development of severe disease symptoms in coronavirus patients, reduce the severity of their symptoms, and/or reduce the immuno-pathology of coronavirus infection on patients' health after the active phase of the infection is over.",2020,,International reviews of immunology,,,01-Oct,,10.1080/08830185.2020.1756284,26202,#141729,Shneider 2020,,,141729,30-04-20
Clinical trials during COVID-19,"Singh, Arjun Gurmeet; Chaturvedi, Pankaj","Abstract As this ever-evolving pandemic lays itself, more of its impact is being understood. Until recently, most guidelines were reported to aid in managing and treating suspected or confirmed cases. Research institutions around the world are responding with a sense of confusion. Some are continuing routinely, especially those who are overseeing clinical trials that could offer life-saving therapies, particularly against the novel coronavirus. Since research must continue even in the face of a shutdown, we aim to collate the currently available recommendations from various organizations and provide guidance to head and neck researchers across the world during these trying times. This article is protected by copyright. All rights reserved.",2020,,Head & Neck,n/a,n/a,,,10.1002/hed.26223,26203,#141730,Singh 2020,,,141730,30-04-20
