Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,HAI-1 Achievement Threshold,HAI-1 Benchmark,HAI-1 Baseline Rate,HAI-1 Performance Rate,HAI-1 Achievement Points,HAI-1 Improvement Points,HAI-1 Measure Score,HAI-2 Achievement Threshold,HAI-2 Benchmark,HAI-2 Baseline Rate,HAI-2 Performance Rate,HAI-2 Achievement Points,HAI-2 Improvement Points,HAI-2 Measure Score,Combined SSI Measure Score,HAI-3 Achievement Threshold,HAI-3 Benchmark,HAI-3 Baseline Rate,HAI-3 Performance Rate,HAI-3 Achievement Points,HAI-3 Improvement Points,HAI-3 Measure Score,HAI-4 Achievement Threshold,HAI-4 Benchmark,HAI-4 Baseline Rate,HAI-4 Performance Rate,HAI-4 Achievement Points,HAI-4 Improvement Points,HAI-4 Measure Score,HAI-5 Achievement Threshold,HAI-5 Benchmark,HAI-5 Baseline Rate,HAI-5 Performance Rate,HAI-5 Achievement Points,HAI-5 Improvement Points,HAI-5 Measure Score,HAI-6 Achievement Threshold,HAI-6 Benchmark,HAI-6 Baseline Rate,HAI-6 Performance Rate,HAI-6 Achievement Points,HAI-6 Improvement Points,HAI-6 Measure Score,PC-01 Achievement Threshold,PC-01 Benchmark,PC-01 Baseline Rate,PC-01 Performance Rate,PC-01 Achievement Points,PC-01 Improvement Points,PC-01 Measure Score
230207,MCLAREN OAKLAND,50 N PERRY ST,PONTIAC,MI,48342,Oakland,0.784,0.000,1.037,0.491,4 out of 10,5 out of 9,5 out of 10,0.828,0.000,1.025,0.852,0 out of 10,1 out of 9,1 out of 10,0 out of 10,0.781,0.000,0.000,1.391,0 out of 10,0 out of 9,0 out of 10,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,0.533,1.371,0 out of 10,0 out of 9,0 out of 10,0.852,0.091,0.895,0.883,0 out of 10,0 out of 9,0 out of 10,0.000000,0.000000,Not Available,Not Available,Not Available,Not Available,Not Available
230208,SPARROW CARSON HOSPITAL,406 EAST ELM ST,CARSON CITY,MI,48811,Montcalm,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,Not Available,0.000,10 out of 10,Not Available,10 out of 10,0.000000,0.000000,0.051282,Not Available,Not Available,Not Available,Not Available
230216,MCLAREN PORT HURON,1221 PINE GROVE AVE,PORT HURON,MI,48060,Saint Clair,0.784,0.000,0.984,1.236,0 out of 10,0 out of 9,0 out of 10,0.828,0.000,1.889,0.396,5 out of 10,7 out of 9,7 out of 10,3 out of 10,0.781,0.000,0.647,0.583,3 out of 10,0 out of 9,3 out of 10,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,2.043,1.711,0 out of 10,1 out of 9,1 out of 10,0.852,0.091,1.303,0.304,7 out of 10,8 out of 9,8 out of 10,0.000000,0.000000,0.000000,0.000000,10 out of 10,0 out of 9,10 out of 10
230217,OAKLAWN HOSPITAL,200 N MADISON,MARSHALL,MI,49068,Calhoun,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0 out of 10,0.781,0.000,Not Available,1.927,0 out of 10,Not Available,0 out of 10,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,0.000,0.614,3 out of 10,0 out of 9,3 out of 10,0.000000,0.000000,0.000000,0.000000,10 out of 10,0 out of 9,10 out of 10
230222,MIDMICHIGAN MEDICAL CENTER-MIDLAND,4000 WELLNESS DRIVE,MIDLAND,MI,48670,Midland,0.784,0.000,0.205,0.288,6 out of 10,0 out of 9,6 out of 10,0.828,0.000,0.105,0.690,2 out of 10,0 out of 9,2 out of 10,6 out of 10,0.781,0.000,0.000,0.320,6 out of 10,0 out of 9,6 out of 10,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,0.000,1.088,0 out of 10,0 out of 9,0 out of 10,0.852,0.091,0.989,0.644,3 out of 10,3 out of 9,3 out of 10,0.000000,0.000000,0.000000,0.019481,0 out of 10,0 out of 9,0 out of 10
230227,MCLAREN MACOMB,1000 HARRINGTON ST,MOUNT CLEMENS,MI,48043,Macomb,0.784,0.000,0.801,0.181,7 out of 10,7 out of 9,7 out of 10,0.828,0.000,0.957,0.154,8 out of 10,8 out of 9,8 out of 10,0 out of 10,0.781,0.000,0.750,1.208,0 out of 10,0 out of 9,0 out of 10,0.722,0.000,0.000,1.071,0 out of 10,0 out of 9,0 out of 10,0.815,0.000,1.327,0.618,3 out of 10,5 out of 9,5 out of 10,0.852,0.091,0.701,0.607,3 out of 10,1 out of 9,3 out of 10,0.000000,0.000000,0.000000,0.017857,0 out of 10,0 out of 9,0 out of 10
230230,EDWARD W SPARROW HOSPITAL,1215 E MICHIGAN AVENUE,LANSING,MI,48912,Ingham,0.784,0.000,0.862,0.714,1 out of 10,1 out of 9,1 out of 10,0.828,0.000,0.378,0.471,4 out of 10,0 out of 9,4 out of 10,0 out of 10,0.781,0.000,1.418,1.316,0 out of 10,0 out of 9,0 out of 10,0.722,0.000,1.446,1.106,0 out of 10,2 out of 9,2 out of 10,0.815,0.000,0.209,0.620,3 out of 10,0 out of 9,3 out of 10,0.852,0.091,0.741,0.671,3 out of 10,1 out of 9,3 out of 10,0.000000,0.000000,0.007092,0.000000,10 out of 10,9 out of 9,10 out of 10
230236,METRO HEALTH HOSPITAL,"5900 BYRON CENTER AVENUE, SW",WYOMING,MI,49519,Kent,0.784,0.000,0.656,0.625,2 out of 10,0 out of 9,2 out of 10,0.828,0.000,1.356,0.863,0 out of 10,3 out of 9,3 out of 10,0 out of 10,0.781,0.000,2.278,2.410,0 out of 10,0 out of 9,0 out of 10,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,2.608,0.000,10 out of 10,9 out of 9,10 out of 10,0.852,0.091,0.848,0.925,0 out of 10,0 out of 9,0 out of 10,0.000000,0.000000,0.014286,0.021277,0 out of 10,0 out of 9,0 out of 10
230239,CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL,500 OSBORN BLVD,SAULT SAINTE MARIE,MI,49783,Chippewa,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,0.829,Not Available,Not Available,Not Available,Not Available,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,1.178,1.285,0 out of 10,0 out of 9,0 out of 10,0.000000,0.000000,0.000000,0.000000,10 out of 10,0 out of 9,10 out of 10
230241,ASCENSION RIVER DISTRICT HOSPITAL,4100 RIVER RD,EAST CHINA,MI,48054,Saint Clair,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,1.641,1.723,0 out of 10,0 out of 9,0 out of 10,0.000000,0.000000,0.000000,0.000000,10 out of 10,0 out of 9,10 out of 10
230244,GARDEN CITY HOSPITAL,6245 INKSTER RD,GARDEN CITY,MI,48135,Wayne,0.784,0.000,2.596,1.448,0 out of 10,4 out of 9,4 out of 10,0.828,0.000,2.631,0.883,0 out of 10,6 out of 9,6 out of 10,10 out of 10,0.781,0.000,Not Available,0.000,10 out of 10,Not Available,10 out of 10,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,2.911,1.681,0 out of 10,4 out of 9,4 out of 10,0.852,0.091,0.403,0.865,0 out of 10,0 out of 9,0 out of 10,0.000000,0.000000,0.000000,0.000000,10 out of 10,0 out of 9,10 out of 10
230254,ASCENSION PROVIDENCE ROCHESTER HOSPITAL,1101 W UNIVERSITY DRIVE,ROCHESTER,MI,48307,Oakland,0.784,0.000,1.313,0.334,6 out of 10,7 out of 9,7 out of 10,0.828,0.000,0.885,0.636,3 out of 10,2 out of 9,3 out of 10,3 out of 10,0.781,0.000,0.805,0.603,3 out of 10,2 out of 9,3 out of 10,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,0.510,2.294,0 out of 10,0 out of 9,0 out of 10,0.852,0.091,0.455,1.048,0 out of 10,0 out of 9,0 out of 10,0.000000,0.000000,0.000000,0.028571,0 out of 10,0 out of 9,0 out of 10
230259,ST JOSEPH MERCY CHELSEA,775 S MAIN ST,CHELSEA,MI,48118,Washtenaw,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,0.000,10 out of 10,Not Available,10 out of 10,Not Available,0.781,0.000,0.000,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,0.600,0.221,8 out of 10,7 out of 9,8 out of 10,0.000000,0.000000,Not Available,Not Available,Not Available,Not Available,Not Available
230269,"BEAUMONT HOSPITAL, TROY",44201 DEQUINDRE ROAD,TROY,MI,48085,Oakland,0.784,0.000,0.683,0.869,0 out of 10,0 out of 9,0 out of 10,0.828,0.000,0.669,0.336,6 out of 10,4 out of 9,6 out of 10,0 out of 10,0.781,0.000,0.680,0.838,0 out of 10,0 out of 9,0 out of 10,0.722,0.000,0.637,1.364,0 out of 10,0 out of 9,0 out of 10,0.815,0.000,0.597,1.054,0 out of 10,0 out of 9,0 out of 10,0.852,0.091,0.883,0.750,2 out of 10,1 out of 9,2 out of 10,0.000000,0.000000,0.000000,0.020000,0 out of 10,0 out of 9,0 out of 10
230270,BEAUMONT HOSPITAL - TAYLOR,10000 TELEGRAPH ROAD,TAYLOR,MI,48180,Wayne,0.784,0.000,0.753,1.213,0 out of 10,0 out of 9,0 out of 10,0.828,0.000,2.279,1.067,0 out of 10,5 out of 9,5 out of 10,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,0.000,0.371,5 out of 10,0 out of 9,5 out of 10,0.852,0.091,1.193,0.889,0 out of 10,2 out of 9,2 out of 10,0.000000,0.000000,Not Available,Not Available,Not Available,Not Available,Not Available
230273,DETROIT RECEIVING HOSPITAL & UNIV HEALTH CENTER,4201 ST ANTOINE ST - 2C,DETROIT,MI,48201,Wayne,0.784,0.000,1.131,1.020,0 out of 10,0 out of 9,0 out of 10,0.828,0.000,0.450,0.625,3 out of 10,0 out of 9,3 out of 10,0 out of 10,0.781,0.000,1.257,1.221,0 out of 10,0 out of 9,0 out of 10,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,4.216,2.329,0 out of 10,4 out of 9,4 out of 10,0.852,0.091,0.783,0.712,2 out of 10,1 out of 9,2 out of 10,0.000000,0.000000,Not Available,Not Available,Not Available,Not Available,Not Available
230277,HURON VALLEY-SINAI HOSPITAL,ONE WILLIAM CARLS DRIVE,COMMERCE TOWNSHIP,MI,48382,Oakland,0.784,0.000,0.000,1.549,0 out of 10,0 out of 9,0 out of 10,0.828,0.000,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,0 out of 10,0.781,0.000,1.394,2.735,0 out of 10,0 out of 9,0 out of 10,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,1.292,0.000,10 out of 10,9 out of 9,10 out of 10,0.852,0.091,0.889,0.941,0 out of 10,0 out of 9,0 out of 10,0.000000,0.000000,0.071429,0.032258,0 out of 10,5 out of 9,5 out of 10
230297,KARMANOS CANCER CENTER,4100 JOHN R,DETROIT,MI,48201,Wayne,0.784,0.000,Not Available,0.807,0 out of 10,Not Available,0 out of 10,0.828,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,2.999,1.079,0 out of 10,6 out of 9,6 out of 10,0.852,0.091,1.289,1.368,0 out of 10,0 out of 9,0 out of 10,0.000000,0.000000,Not Available,Not Available,Not Available,Not Available,Not Available
230302,HENRY FORD WEST BLOOMFIELD HOSPITAL,6777 WEST MAPLE ROAD,WEST BLOOMFIELD,MI,48322,Oakland,0.784,0.000,1.155,2.097,0 out of 10,0 out of 9,0 out of 10,0.828,0.000,0.462,0.467,4 out of 10,0 out of 9,4 out of 10,10 out of 10,0.781,0.000,1.808,0.000,10 out of 10,9 out of 9,10 out of 10,0.722,0.000,0.717,0.000,10 out of 10,9 out of 9,10 out of 10,0.815,0.000,0.343,1.424,0 out of 10,0 out of 9,0 out of 10,0.852,0.091,0.808,1.009,0 out of 10,0 out of 9,0 out of 10,0.000000,0.000000,0.007143,0.000000,10 out of 10,9 out of 9,10 out of 10
230303,MUNSON HEALTHCARE MANISTEE HOSPITAL,1465 E PARKDALE AVE,MANISTEE,MI,49660,Manistee,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,0.000,1.252,0 out of 10,0 out of 9,0 out of 10,0.000000,0.000000,0.000000,0.000000,10 out of 10,0 out of 9,10 out of 10
240001,NORTH MEMORIAL HEALTH,3300 OAKDALE NORTH,ROBBINSDALE,MN,55422,Hennepin,0.784,0.000,0.469,0.613,2 out of 10,0 out of 9,2 out of 10,0.828,0.000,1.165,0.713,2 out of 10,3 out of 9,3 out of 10,5 out of 10,0.781,0.000,1.263,0.519,4 out of 10,5 out of 9,5 out of 10,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,0.477,0.765,1 out of 10,0 out of 9,1 out of 10,0.852,0.091,1.255,1.124,0 out of 10,1 out of 9,1 out of 10,0.000000,0.000000,0.000000,0.038462,0 out of 10,0 out of 9,0 out of 10
240002,ESSENTIA HEALTH ST MARY'S MEDICAL CENTER,407 EAST THIRD STREET,DULUTH,MN,55805,Saint Louis,0.784,0.000,0.493,0.370,5 out of 10,2 out of 9,5 out of 10,0.828,0.000,0.879,0.695,2 out of 10,2 out of 9,2 out of 10,3 out of 10,0.781,0.000,0.977,1.717,0 out of 10,0 out of 9,0 out of 10,0.722,0.000,0.854,0.000,10 out of 10,9 out of 9,10 out of 10,0.815,0.000,0.850,1.043,0 out of 10,0 out of 9,0 out of 10,0.852,0.091,0.959,1.028,0 out of 10,0 out of 9,0 out of 10,0.000000,0.000000,0.009259,0.000000,10 out of 10,9 out of 9,10 out of 10
240004,HENNEPIN COUNTY MEDICAL CENTER 1,701 PARK AVENUE,MINNEAPOLIS,MN,55415,Hennepin,0.784,0.000,0.525,0.390,5 out of 10,2 out of 9,5 out of 10,0.828,0.000,1.529,0.489,4 out of 10,6 out of 9,6 out of 10,2 out of 10,0.781,0.000,1.931,1.483,0 out of 10,2 out of 9,2 out of 10,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,0.545,0.833,0 out of 10,0 out of 9,0 out of 10,0.852,0.091,0.891,1.021,0 out of 10,0 out of 9,0 out of 10,0.000000,0.000000,0.000000,0.000000,10 out of 10,0 out of 9,10 out of 10
240006,OLMSTED MEDICAL CENTER,1650 FOURTH STREET SOUTHEAST,ROCHESTER,MN,55904,Olmsted,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,1.708,0.000,10 out of 10,9 out of 9,10 out of 10,0.000000,0.000000,0.000000,0.000000,10 out of 10,0 out of 9,10 out of 10
240010,MAYO CLINIC HOSPITAL ROCHESTER,1216 SECOND STREET SOUTHWEST,ROCHESTER,MN,55902,Olmsted,0.784,0.000,0.849,0.946,0 out of 10,0 out of 9,0 out of 10,0.828,0.000,0.301,0.510,4 out of 10,0 out of 9,4 out of 10,1 out of 10,0.781,0.000,1.148,0.999,0 out of 10,1 out of 9,1 out of 10,0.722,0.000,0.169,1.217,0 out of 10,0 out of 9,0 out of 10,0.815,0.000,0.569,0.294,6 out of 10,4 out of 9,6 out of 10,0.852,0.091,0.570,0.609,3 out of 10,0 out of 9,3 out of 10,0.000000,0.000000,0.083333,0.000000,10 out of 10,9 out of 9,10 out of 10
240014,NORTHFIELD HOSPITAL,2000 NORTH AVENUE,NORTHFIELD,MN,55057,Rice,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,0.000,1.037,0 out of 10,0 out of 9,0 out of 10,0.000000,0.000000,0.037037,0.263158,0 out of 10,0 out of 9,0 out of 10
240018,MAYO CLINIC HEALTH SYSTEM - RED WING,"701 HEWITT BOULEVARD, PO BOX 95",RED WING,MN,55066,Goodhue,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,0.539,1.071,0 out of 10,0 out of 9,0 out of 10,0.000000,0.000000,0.000000,0.000000,10 out of 10,0 out of 9,10 out of 10
240019,ESSENTIA HEALTH DULUTH,502 EAST SECOND STREET,DULUTH,MN,55805,Saint Louis,0.784,0.000,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,0.828,0.000,2.738,2.368,0 out of 10,1 out of 9,1 out of 10,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,0.642,0.556,4 out of 10,1 out of 9,4 out of 10,0.000000,0.000000,Not Available,Not Available,Not Available,Not Available,Not Available
240020,CAMBRIDGE MEDICAL CENTER,701 SOUTH DELLWOOD AVENUE,CAMBRIDGE,MN,55008,Isanti,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,0.700,0.356,6 out of 10,5 out of 9,6 out of 10,0.000000,0.000000,0.173913,0.030303,0 out of 10,8 out of 9,8 out of 10
240022,SANFORD WORTHINGTON MEDICAL CENTER,1018 SIXTH AVENUE PO BOX 997,WORTHINGTON,MN,56187,Nobles,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,0.000000,0.000000,0.000000,0.000000,10 out of 10,0 out of 9,10 out of 10
240030,ALOMERE HEALTH,111 17TH AVENUE EAST,ALEXANDRIA,MN,56308,Douglas,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,1.534,4.092,0 out of 10,0 out of 9,0 out of 10,1 out of 10,0.781,0.000,Not Available,0.695,1 out of 10,Not Available,1 out of 10,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,1.464,1.130,0 out of 10,2 out of 9,2 out of 10,0.000000,0.000000,0.047619,0.000000,10 out of 10,9 out of 9,10 out of 10
240036,ST CLOUD HOSPITAL,1406 6TH AVE NORTH,SAINT CLOUD,MN,56303,Stearns,0.784,0.000,0.670,0.465,4 out of 10,3 out of 9,4 out of 10,0.828,0.000,1.562,1.141,0 out of 10,2 out of 9,2 out of 10,0 out of 10,0.781,0.000,1.294,1.181,0 out of 10,0 out of 9,0 out of 10,0.722,0.000,0.923,Not Available,Not Available,Not Available,Not Available,0.815,0.000,0.539,0.179,8 out of 10,6 out of 9,8 out of 10,0.852,0.091,0.874,1.181,0 out of 10,0 out of 9,0 out of 10,0.000000,0.000000,0.006780,0.004525,0 out of 10,3 out of 9,3 out of 10
240038,UNITED HOSPITAL,333 NORTH SMITH AVENUE,SAINT PAUL,MN,55102,Ramsey,0.784,0.000,0.795,0.466,4 out of 10,4 out of 9,4 out of 10,0.828,0.000,1.324,0.671,2 out of 10,4 out of 9,4 out of 10,4 out of 10,0.781,0.000,1.577,0.631,2 out of 10,5 out of 9,5 out of 10,0.722,0.000,1.062,2.120,0 out of 10,0 out of 9,0 out of 10,0.815,0.000,0.285,0.241,7 out of 10,1 out of 9,7 out of 10,0.852,0.091,0.603,0.671,3 out of 10,0 out of 9,3 out of 10,0.000000,0.000000,0.154762,0.000000,10 out of 10,9 out of 9,10 out of 10
240040,UNIVERSITY MEDICAL CENTER-MESABI/ MESABA CLINICS,750 EAST 34TH ST,HIBBING,MN,55746,Saint Louis,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,0.000,0.701,2 out of 10,0 out of 9,2 out of 10,0.000000,0.000000,0.000000,0.028571,0 out of 10,0 out of 9,0 out of 10
240043,MAYO CLINIC HEALTH SYSTEM - ALBERT LEA AND AUSTIN,404 WEST FOUNTAIN STREET,ALBERT LEA,MN,56007,Freeborn,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,0.704,0.649,3 out of 10,0 out of 9,3 out of 10,0.000000,0.000000,0.032258,0.011494,0 out of 10,6 out of 9,6 out of 10
240044,WINONA HEALTH SERVICES,855 MANKATO AVENUE,WINONA,MN,55987,Winona,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,0.815,2.933,0 out of 10,0 out of 9,0 out of 10,0.000000,0.000000,0.071429,0.052632,0 out of 10,2 out of 9,2 out of 10
