"Facility Name","Facility ID","NPI","City","State","ZIP Code","Year","ASC-1 Measure Rate","ASC-1 Footnote","ASC-2 Measure Rate","ASC-2 Footnote","ASC-3 Measure Rate","ASC-3 Footnote","ASC-4 Measure Rate","ASC-4 Footnote","ASC-9 Rate","ASC-9 Footnote","ASC-10 Rate","ASC-10 Footnote","ASC-11 Rate","ASC-11 Footnote","ASC-13 Rate","ASC-13 Footnote","ASC-14 Rate","ASC-14 Footnote","ASC-12 Total Cases","ASC-12 Performance Category","ASC-12 RSHV Rate","ASC-12 Interval Lower Limit","ASC-12 Interval Upper Limit","ASC-12 Footnote"
COVE SURGERY CENTER,05C0002156,1558807263,TORRANCE,CA,90505,2018,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,1,N/A,5,N/A,N/A,N/A,N/A,N/A,5
VALLEY KIDNEY SPECIALISTS DBA LIFELINE VALLEY ACCESS CENTER,39C0001339,1558808287,BETHLEHEM,PA,18017,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
BELTWAY SURGERY CENTERS LLC DBA EAST WASHINGTON SURGERY CENTER,15C0001198,1558876037,INDIANAPOLIS,IN,46229,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,32,No Different than the National Rate,12.1,8.5,16.4,
BEVERLY HILLS MULTISPECIALTY SURGICAL CENTER LLC,05C0002171,1558885541,BEVERLY HILLS,CA,90211,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ROSATO PLASTIC SURGERY CENTER INC,10C0001301,1568408060,VERO BEACH,FL,32960,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SOUTH PLAINS ENDOSCOPY CENTER,45C0001161,1568419323,LUBBOCK,TX,79410,2018,0,,0,,0,,2.264,,90.48,,91.69,,N/A,5,N/A,5,N/A,5,2078,No Different than the National Rate,11.2,8.6,14.5,
GREAT LAKES SURGICAL CENTER LLC,23C0001060,1568420388,SOUTHFIELD,MI,48033,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,100,,0,,N/A,N/A,N/A,N/A,N/A,5
ORTHOPAEDIC SURGERY CENTER,30C0001012,1568421840,CONCORD,NH,3301,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,99.69,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
PEORIA DAY SURGERY CENTER SC,14C0001050,1568426260,PEORIA,IL,61614,2018,0,,0,,0,,0,,N/A,5,N/A,5,100,,100,,3.04,,N/A,N/A,N/A,N/A,N/A,5
SURGICARE OF ORANGE PARK LTD,10C0001171,1568426336,ORANGE PARK,FL,32073,2018,0,,0,,0,,0,,76.32,,93.65,,N/A,5,0,,N/A,1,209,No Different than the National Rate,12.5,9,17.1,
PLANO AMBULATORY SURGERY ASSOCIATES LP,45C0001172,1568427151,PLANO,TX,75093,2018,0,,0,,0,,0,,100,,96.88,,N/A,5,0.06,,0.58,,629,No Different than the National Rate,13,9.7,17.3,
CATARACT AND LASER CENTER LLC,44C0001116,1568431054,CROSSVILLE,TN,38555,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.86,,N/A,N/A,N/A,N/A,N/A,5
CENTRAL NEW YORK EYE CENTER LTD,33C0001013,1568433142,POUGHKEEPSIE,NY,12601,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.82,,N/A,N/A,N/A,N/A,N/A,5
FLORIDA ENDOSCOPY AND SURGERY CENTER LLC,10C0001333,1568437820,BROOKSVILLE,FL,34613,2018,0,,0,,0,,0.81,,46.61,,66.36,,N/A,5,74.76,,N/A,5,1589,No Different than the National Rate,14,11,17.7,
PROGRESSIVE SURGICAL INSTITUTE INC,39C0001077,1568448660,POTTSVILLE,PA,17901,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.23,,N/A,N/A,N/A,N/A,N/A,5
FIRST SURGICENTER,28C0001014,1568456903,KEARNEY,NE,68847,2018,0,,5.128,,0,,5.076,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,59,No Different than the National Rate,12.4,8.9,17.3,
THE EYE ASSOCIATES SURGERY CENTER,10C0001061,1568460889,BRADENTON,FL,34209,2018,0,,0,,0,,0.351,,N/A,5,N/A,5,N/A,5,N/A,5,0.36,,N/A,N/A,N/A,N/A,N/A,5
BAYVIEW MEDICAL CENTER INC,49C0001015,1568466209,SUFFOLK,VA,23434,2018,0,,1.842,,0,,1.838,,48.25,,93.03,,N/A,5,83.67,,N/A,5,1144,No Different than the National Rate,11.9,8.9,15.7,
WYOMISSING SURGICAL SERVICES INC,39C0001141,1568469328,WYOMISSING,PA,19610,2018,1.046,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
KINGSTON AMBULATORY SURGICAL CENTER,33C0001006,1568471852,KINGSTON,NY,12401,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,100,,0.16,,N/A,N/A,N/A,N/A,N/A,5
MED ATLANTIC INC,49C0001008,1568489086,MECHANICSVILLE,VA,23116,2018,0,,0,,0,,2.141,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
MED ATLANTIC INC,49C0001016,1568489086,MECHANICSVILLE,VA,23116,2018,0,,0,,0,,2.141,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
MINNESOTA VASCULAR SURGERY CENTER,24C0001057,1568503845,NEW BRIGHTON,MN,55112,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
BON SECOURS SURGERY CENTER AT HARBOUR VIEW LLC DBA BON SECOURS SURGERY CENTER AT HARBOUR VIEW,49C0001049,1568505899,SUFFOLK,VA,23435,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,99.4,,0.42,,N/A,N/A,N/A,N/A,N/A,5
MASSACHUSETTS AVE SURGERY CENTER,21C0001409,1568513950,BETHESDA,MD,20817,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ANTELOPE VALLEY SURGICAL INSTITUTE LLC,05C0001718,1568532737,LANCASTER,CA,93536,2018,0,,0.883,,0,,0.883,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
LASER THERAPY INC,05C0001065,1568551901,LOS ANGELES,CA,90057,2018,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,45,No Different than the National Rate,12,8.5,16.8,
SUNCOAST EYE CENTER PA,10C0001078,1568556488,HUDSON,FL,34667,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0,,N/A,N/A,N/A,N/A,N/A,5
EASTERN ORANGE AMBULATORY SURGERY CENTER LLC,33C0001097,1568583896,CORNWALL,NY,12518,2018,0,,0,,0,,0,,86.67,,91.55,,N/A,5,63.89,,0.51,,1420,No Different than the National Rate,10.2,7.8,13.5,
VILLAGES ENDOSCOPY AND SURGICAL CENTER LLC,10C0001423,1568674281,SUMMERFIELD,FL,34491,2018,N/A,5,N/A,5,N/A,5,N/A,5,0,,91.33,,N/A,5,N/A,5,N/A,5,1811,No Different than the National Rate,12.4,9.5,15.8,
PETERS TOWNSHIP SURGERY CENTER LLC,39C0001297,1568742138,MCMURRAY,PA,15317,2018,0,,0,,0,,0,,78.75,,42.67,,N/A,5,100,,0,,69,No Different than the National Rate,11.9,8.6,16.8,
WOODWARD AVE LLC DBA INNOVATIVE PROCEDURAL AND SURGICAL CENTER,29C0001103,1568752202,LAS VEGAS,NV,89129,2018,0,,0.935,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,1,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CEDAR PARK SURGERY CENTER LLC,45C0001517,1568776615,CEDAR PARK,TX,78613,2018,0,,0,,0,,0,,76.16,,91.67,,N/A,5,100,,0,,240,No Different than the National Rate,12.4,9,17.2,
WILLIAMS SURGERY CENTER INC,44C0001174,1568796845,MURFREESBORO,TN,37129,2018,N/A,1,N/A,1,N/A,1,N/A,1,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SURGERY CENTER OF CALIFORNIA,05C0002181,1568814010,CHULA VISTA,CA,91911,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ALPHARETTA SURGERY CENTER,11C0001133,1568840528,ALPHARETTA,GA,30009,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SUTTER BAY MEDICAL FOUNDATION DBA SURGERY CENTER LOS ALTOS,05C0002141,1568851327,LOS ALTOS,CA,94024,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CARPUS SURGERY CENTER LLC,11C0001436,1568864452,MARIETTA,GA,30062,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
POTOMAC VIEW SURGERY CENTER LLC,21C0001566,1568867075,OXON HILL,MD,20745,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
EMORY AMBULATORY SURGERY CENTER AT CLIFTON ROAD,11C0001420,1568884104,ATLANTA,GA,30338,2018,0.68,,0,,0,,0,,84.13,,90.48,,N/A,5,95.24,,0.53,,824,No Different than the National Rate,11.8,8.7,15.9,
HOUSTON UROLOGIC SURGICENTER LLC,45C0001530,1568906212,HOUSTON,TX,77027,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,0,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ORTHOPEDIC SURGERY CENTER OF PALM BEACH COUNTY LLC,10C0001607,1568918746,BOYNTON BEACH,FL,33437,2018,1.957,,0,,0,,1.957,,N/A,5,N/A,5,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SURGERY CENTER AT CHERRY CREEK LLC,06C0001170,1568959377,DENVER,CO,80237,2018,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
"ST DAVIDS AUSTIN AREA ASC, LLC DBA ST DAVIDS AUSTIN SURGERY CENTER",45C0001663,1568979805,AUSTIN,TX,78758,2018,N/A,1,N/A,1,N/A,1,N/A,1,N/A,5,N/A,5,N/A,5,0.66,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
WEST MICHIGAN SURGICAL CENTER LLC,23C0001138,1568981975,ZEELAND,MI,49464,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,98.38,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
AMERICAN ACCESS CARE OF ATLANTA ASC LLC,11C0001479,1568984375,DECATUR,GA,19355,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
MINNESOTA EYE LASER SURGERY CENTERS LLC,24C0001095,1578003208,WOODBURY,MN,55125,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.11,,N/A,N/A,N/A,N/A,N/A,5
IREDELL PHYSICIAN NETWORK LLC,34C0001032,1578073631,STATESVILLE,NC,28677,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SNNAC LLC,29C0001121,1578077103,RENO,NV,89502,2018,N/A,1,N/A,1,N/A,1,N/A,1,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
VACCO LLC DBA VACCO AMBULATORY SURGERY CENTER,36C0001310,1578088787,COLUMBUS,OH,43222,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
TRUXTUN SURGERY CENTER INC,05C0001357,1578505079,BAKERSFIELD,CA,93309,2018,0,,0,,0,,0.445,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,3445,No Different than the National Rate,12.3,9.9,15.3,
CLERMONT AMBULATORY SURGICAL CENTER,10C0001458,1578508875,CLERMONT,FL,34711,2018,0,,0,,0,,0,,41.53,,50.82,,N/A,5,96.61,,0.38,,777,No Different than the National Rate,11.3,8.3,15.1,
BLACK CANYON SURGICAL CENTER LLC,06C0001109,1578515367,MONTROSE,CO,81401,2018,0,,0,,0,,0,,100,,100,,N/A,5,99.02,,0.31,,407,No Different than the National Rate,12.7,9.1,17.7,
RAND SURGICAL PAVILION CORP,10C0001147,1578515995,POMPANO BEACH,FL,33064,2018,0.7,,0,,0,,0,,N/A,5,N/A,5,N/A,5,100,,0.53,,N/A,N/A,N/A,N/A,N/A,5
DIGESTIVE HEALTH CENTER OF INDIANA PC,39C0001205,1578518247,INDIANA,PA,15701,2018,0,,0,,0,,0,,55.74,,76.34,,N/A,5,N/A,5,N/A,5,199,No Different than the National Rate,13.1,9.4,18,
PRINCETON ENDOSCOPY CENTER LLC,31C0001189,1578525283,PRINCETON,NJ,8540,2018,0,,0,,0,,0,,100,,100,,N/A,5,N/A,5,N/A,5,1722,No Different than the National Rate,12.8,9.6,16.8,
GASTROINTESTINAL CENTER OF HIALEAH LLC,10C0001137,1578525853,HIALEAH,FL,33012,2018,0,,0,,0,,0,,64.49,,61.9,,N/A,5,N/A,5,N/A,5,262,No Different than the National Rate,11.6,8.4,16,
MT PLEASANT SURGERY CENTER LP,39C0001022,1578528501,MOUNT PLEASANT,PA,15666,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,100,,0.63,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
PHYSICIANS SURGICAL CENTER OF FT WORTH LLP DBA BAYLOR SURGICARE AT FORT WORTH,45C0001357,1578530226,FORT WORTH,TX,76104,2018,0,,0,,0,,0,,75.65,,88.35,,N/A,5,100,,0,,228,No Different than the National Rate,12,8.7,16.5,
NORTHEAST ENDOSCOPY CENTER LLC,11C0001276,1578531208,LAWRENCEVILLE,GA,30046,2018,0,,0,,0,,0,,100,,74.32,,N/A,5,N/A,5,N/A,5,2159,No Different than the National Rate,12.2,9.5,15.7,
BOSTON OUTPATIENT SURGICAL SUITES LLC,22C0001048,1578534459,WALTHAM,MA,2451,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,95.86,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
THE EYE INSTITUTE AT BOSWELL,03C0001021,1578535233,SUN CITY,AZ,85351,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.17,,N/A,N/A,N/A,N/A,N/A,5
DCA DIAGNOSTICS LLC,11C0001273,1578536686,LITHIA SPRINGS,GA,30122,2018,0,,0,,0,,0,,92.74,,80.36,,N/A,5,N/A,5,N/A,5,1483,No Different than the National Rate,13.2,10.1,17.3,
THE FOOT SURGERY CENTER,11C0001045,1578537247,MARIETTA,GA,30067,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
KINGSPORT ENDOSCOPY CORPORATION,44C0001028,1578558078,KINGSPORT,TN,37660,2018,0,,0,,0,,0.75,,97.71,,97.63,,N/A,5,N/A,5,N/A,5,2021,No Different than the National Rate,12.5,9.7,16.1,
THE ENDOSCOPY CENTER AT ST FRANCIS LLC,15C0001058,1578561890,INDIANAPOLIS,IN,46237,2018,0,,0,,0,,0,,87.01,,90.46,,N/A,5,N/A,5,N/A,5,3040,No Different than the National Rate,12.9,10.3,16,
ADVANCED AMBULATORY SURGICAL CARE LP,26C0001087,1578566758,CREVE COEUR,MO,63141,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
E RONALD SALVITTI M D DBA SOUTHWESTERN PA EYE SURGERY CENTER,39C0001027,1578567954,WASHINGTON,PA,15301,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.04,,N/A,N/A,N/A,N/A,N/A,5
MULLIS EYE INSTITUTE INC,10C0001022,1578575064,PANAMA CITY,FL,32405,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
KELSEY SEYBOLD CLINIC ASC MAIN,45C0001260,1578593224,HOUSTON,TX,77025,2018,0,,7.937,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,98,No Different than the National Rate,13.1,9.4,18.2,
KELSEY SEYBOLD CLINIC ASC SPRING,45C0001489,1578593224,HOUSTON,TX,77025,2018,0,,7.937,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,98,No Different than the National Rate,13.1,9.4,18.2,
BROADWAY SURGICAL INSTITUTE LLC,05C0001894,1578605044,SANTA MONICA,CA,90404,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,1,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SEAFORD ENDOSCOPY CENTER LLC,08C0001028,1578608642,SEAFORD,DE,19973,2018,0,,0,,0,,0,,97.75,,97.16,,N/A,5,N/A,5,N/A,5,1323,No Different than the National Rate,13.1,10.1,17.1,
SPINECARE LLP,45C0001429,1578610564,CORPUS CHRISTI,TX,78414,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SHERMAN SURGERY CENTER,45C0001431,1578641528,SHERMAN,TX,75090,2018,N/A,1,N/A,1,N/A,1,N/A,1,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
PAIN CENTER LLC,04C0001000,1578643607,JONESBORO,AR,72401,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
IRVINE ENDOSCOPY AND SURGICAL INSTITUTE DBA UNITED SURGERY CENTER IRVINE,05C0001683,1578652152,IRVINE,CA,92618,2018,0,,0,,0,,2.604,,31.58,,66.67,,N/A,5,N/A,5,N/A,5,517,No Different than the National Rate,11.6,8.5,15.7,
ESSEX SURGICAL LLC,31C0001181,1578679320,WEST ORANGE,NJ,7052,2018,N/A,1,N/A,1,N/A,1,N/A,1,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SURGEYECARE INC,45C0001083,1578679726,DALLAS,TX,75231,2018,0,,0,,0,,0,,N/A,5,N/A,5,96.71,,N/A,5,0.68,,N/A,N/A,N/A,N/A,N/A,5
GREENVILLE SURGERY CENTER LP,42C0001079,1578722633,GREENVILLE,SC,29605,2018,0,,0.432,,0,,0,,N/A,5,N/A,5,N/A,5,100,,0.5,,N/A,N/A,N/A,N/A,N/A,5
THE ENDOSCOPY CENTER OF WEST CENTRAL OHIO LLC,36C0001243,1578745568,LIMA,OH,45806,2018,0,,0.425,,0,,0,,90.09,,94.78,,N/A,5,N/A,5,N/A,5,2918,No Different than the National Rate,12.2,9.7,15.4,
GEORGIA BONE AND JOINT SURGEONS PC,11C0001140,1578748620,CARTERSVILLE,GA,30121,2018,4.274,,0,,0,,0,,N/A,5,N/A,5,N/A,5,97.86,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
PLEASANTDALE AMBULATORY CARE LLC,31C0001300,1578805982,WEST ORANGE,NJ,7052,2018,0,,0,,0,,0,,74.84,,81.55,,99.09,,96.77,,0.91,,109,No Different than the National Rate,11.9,8.4,16.3,
NORTHWEST SPINE AND LASER SURGERY CENTER LLC,38C0001105,1578817078,WILSONVILLE,OR,97070,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,94.23,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
WASHINGTON CENTER FOR PAIN MANAGEMENT LLC,50C0001303,1578833489,BELLEVUE,WA,98004,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
NORTH ATLANTA EYE SURGERY CENTER LLC,11C0001388,1578837258,CUMMING,GA,30041,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.06,,N/A,N/A,N/A,N/A,N/A,5
GOLD COAST SURGICENTER LLC,14C0001154,1578876124,CHICAGO,IL,60611,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,99.66,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
EYE LASER AND SURGERY CENTER LLC,36C0001265,1578881009,BEAVERCREEK,OH,45440,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.16,,N/A,N/A,N/A,N/A,N/A,5
THE RYE AMBULATORY SURGERY CENTER LLC,33C0001110,1578892600,RYE,NY,10580,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
MORLEDGE FAMILY SURGERY CENTER,27C0001024,1578895207,BILLINGS,MT,59102,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.28,,N/A,N/A,N/A,N/A,N/A,5
SOUTHERN UROLOGY SURGERY CENTER LLC,25C0001077,1578898276,HATTIESBURG,MS,39402,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
DH PHYSICIANS AMBULATORY SERVICES,39C0001294,1578914891,DOYLESTOWN,PA,18901,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
HABANA AMBULATORY SURGERY CENTER LLC,10C0001605,1578917035,TAMPA,FL,33614,2018,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,100,,0,,N/A,N/A,N/A,N/A,N/A,5
CENTER FOR PAIN MEDICINE,35C0001026,1578918124,FARGO,ND,58104,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SUNSET RIDGE SURGERY CENTER LLC,29C0001110,1578980421,LAS VEGAS,NV,89113,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SUMMERVILLE ENDOSCOPY CENTER LLC,42C0001086,1578986550,SUMMERVILLE,SC,29485,2018,0,,0,,0,,0.743,,100,,100,,N/A,5,N/A,5,N/A,5,1861,No Different than the National Rate,13.8,10.9,17.6,
PACIFIC GASTROENTEROLOGY PLLC,50C0001318,1588029870,VANCOUVER,WA,98664,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,62,No Different than the National Rate,12,8.5,16.9,
CLARKE COUNTY ENDOSCOPY CENTER DBA ATHENS CLARKE COUNTY ENDOSCOPY CENTER,11C0001455,1588030704,ATHENS,GA,30601,2018,0,,0,,0,,0,,85.89,,0.17,,N/A,5,N/A,5,N/A,5,880,No Different than the National Rate,11.1,8.2,14.9,
SARATOGA SURGICAL CENTER LLC,45C0001615,1588039465,CORPUS CHRISTI,TX,78414,2018,0,,0,,0,,0,,N/A,1,N/A,5,N/A,5,100,,0.33,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
NIAGARA ASC LLC,33C0001160,1588046361,NIAGARA FALLS,NY,14304,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,1,0.12,,N/A,N/A,N/A,N/A,N/A,5
EAR NOSE AND THROAT SURGERY CENTER LLC,29C0001111,1588062400,LAS VEGAS,NV,89148,2018,0,,0,,0,,9.901,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CENTER FOR SPECIALIZED SURGERY OF SANTA BARBARA,05C0002049,1588092605,SANTA BARBARA,CA,93105,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,92.97,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
DOCTORS OUTPATIENT SURGERY CENTER,28C0001062,1588119283,LINCOLN,NE,68510,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CHASE GARDENS SURGERY CENTER LLC,38C0001082,1588181275,EUGENE,OR,97401,2018,0,,1.136,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.47,,N/A,N/A,N/A,N/A,N/A,5
PHYSICIANS DAY SURGERY CENTER,04C0001055,1588603351,LITTLE ROCK,AR,72223,2018,1.192,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.09,,N/A,N/A,N/A,N/A,N/A,5
HAMILTON AMBULATORY SURGERY CENTER,11C0001205,1588604391,DALTON,GA,30720,2018,0,,1.149,,0,,1.149,,N/A,5,N/A,5,N/A,5,99.75,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
THE SURGERY CENTER OF CARMEL,15C0001146,1588607154,CARMEL,IN,46032,2018,0,,0,,0,,4.274,,N/A,5,N/A,5,N/A,5,20.27,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
SUMMIT AMBULATORY SURGICAL CENTER LLC,21C0001190,1588610190,OWINGS MILLS,MD,21117,2018,0,,0,,0,,0.492,,N/A,5,N/A,5,N/A,5,99.61,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
LAWRENCEVILLE SURGERY CENTER LLC,11C0001192,1588619811,LAWRENCEVILLE,GA,30046,2018,0,,0,,0,,1.034,,N/A,5,N/A,5,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SPECIALTY ORTHOPAEDICS SURGERY CENTER,11C0001261,1588620306,GAINESVILLE,GA,30501,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,87.5,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
OKLAHOMA OUTPATIENT SURGERY LIMITED PARTNERSHIP,37C0001003,1588628358,OKLAHOMA CITY,OK,73134,2018,0.303,,0,,0,,0.606,,85.71,,95.24,,N/A,5,0.5,,0.45,,237,No Different than the National Rate,13,9.5,18,
PORTSMOUTH REGIONAL AMBULATORY SURGERY CENTER LLC,30C0001022,1588628366,PORTSMOUTH,NH,3801,2018,0,,0,,0,,0,,96.83,,88.89,,N/A,5,0.52,,0.76,,278,No Different than the National Rate,12.6,9.1,17.3,
GREENVILLE SURGERY CENTER LLC,45C0001063,1588629604,DALLAS,TX,75231,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,100,,0.36,,N/A,N/A,N/A,N/A,N/A,5
BLAKE WOODS MED PARK SURGERY CTR,23C0001032,1588631832,JACKSON,MI,49201,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.12,,N/A,N/A,N/A,N/A,N/A,5
PREMIUM SURGERY CENTER LLC,36C0001140,1588633184,ELYRIA,OH,44035,2018,0,,0,,0,,0,,91.67,,27.27,,N/A,5,100,,0,,766,No Different than the National Rate,12.4,9.4,16.7,
BGC HOLDINGS INC,10C0001319,1588633481,JACKSONVILLE,FL,32204,2018,0,,0.414,,0,,1.655,,100,,100,,N/A,5,N/A,5,N/A,5,5210,No Different than the National Rate,11.9,10,14.4,
