Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Communication with Nurses Floor,Communication with Nurses Achievement Threshold,Communication with Nurses Benchmark,Communication with Nurses Baseline Rate,Communication with Nurses Performance Rate,Communication with Nurses Achievement Points,Communication with Nurses Improvement Points,Communication with Nurses Dimension Score,Communication with Doctors Floor,Communication with Doctors Achievement Threshold,Communication with Doctors Benchmark,Communication with Doctors Baseline Rate,Communication with Doctors Performance Rate,Communication with Doctors Achievement Points,Communication with Doctors Improvement Points,Communication with Doctors Dimension Score,Responsiveness of Hospital Staff Floor,Responsiveness of Hospital Staff Achievement Threshold,Responsiveness of Hospital Staff Benchmark,Responsiveness of Hospital Staff Baseline Rate,Responsiveness of Hospital Staff Performance Rate,Responsiveness of Hospital Staff Achievement Points,Responsiveness of Hospital Staff Improvement Points,Responsiveness of Hospital Staff Dimension Score,Care Transition Floor,Care Transition Achievement Threshold,Care Transition Benchmark,Care Transition Baseline Rate,Care Transition Performance Rate,Care Transition Achievement Points,Care Transition Improvement Points,Care Transition Dimension Score,Communication about Medicines Floor,Communication about Medicines Achievement Threshold,Communication about Medicines Benchmark,Communication about Medicines Baseline Rate,Communication about Medicines Performance Rate,Communication about Medicines Achievement Points,Communication about Medicines Improvement Points,Communication about Medicines Dimension Score,Cleanliness and Quietness of Hospital Environment Floor,Cleanliness and Quietness of Hospital Environment Achievement Threshold,Cleanliness and Quietness of Hospital Environment Benchmark,Cleanliness and Quietness of Hospital Environment Baseline Rate,Cleanliness and Quietness of Hospital Environment Performance Rate,Cleanliness and Quietness of Hospital Environment Achievement Points,Cleanliness and Quietness of Hospital Environment Improvement Points,Cleanliness and Quietness of Hospital Environment Dimension Score,Discharge Information Floor,Discharge Information Achievement Threshold,Discharge Information Benchmark,Discharge Information Baseline Rate,Discharge Information Performance Rate,Discharge Information Achievement Points,Discharge Information Improvement Points,Discharge Information Dimension Score,Overall Rating of Hospital Floor,Overall Rating of Hospital Achievement Threshold,Overall Rating of Hospital Benchmark,Overall Rating of Hospital Baseline Rate,Overall Rating of Hospital Performance Rate,Overall Rating of Hospital Achievement Points,Overall Rating of Hospital Improvement Points,Overall Rating of Hospital Dimension Score,HCAHPS Base Score,HCAHPS Consistency Score
280032,MARY LANNING HEALTHCARE,715 N ST JOSEPH AVE,HASTINGS,NE,68901,Adams,51.80,79.08,87.12,78.77,81.35,3 out of 10,3 out of 9,3 out of 10,50.67,80.41,88.44,80.93,79.76,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,68.24,68.13,2 out of 10,0 out of 9,2 out of 10,20.33,51.14,62.50,52.73,49.98,0 out of 10,0 out of 9,0 out of 10,26.16,63.30,73.86,64.35,65.24,2 out of 10,0 out of 9,2 out of 10,41.92,65.72,79.42,66.44,69.84,3 out of 10,2 out of 9,3 out of 10,66.72,87.44,92.11,87.93,90.38,6 out of 10,5 out of 9,6 out of 10,32.47,71.59,85.12,75.97,75.74,3 out of 10,0 out of 9,3 out of 10,19,19
280040,METHODIST HOSPITAL,8303 DODGE ST,OMAHA,NE,68114,Douglas,51.80,79.08,87.12,81.83,82.42,4 out of 10,1 out of 9,4 out of 10,50.67,80.41,88.44,82.41,80.72,1 out of 10,0 out of 9,1 out of 10,35.74,65.07,80.14,65.91,70.00,3 out of 10,2 out of 9,3 out of 10,20.33,51.14,62.50,59.30,61.56,9 out of 10,7 out of 9,9 out of 10,26.16,63.30,73.86,66.19,66.49,3 out of 10,0 out of 9,3 out of 10,41.92,65.72,79.42,66.74,64.61,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,89.93,90.14,6 out of 10,0 out of 9,6 out of 10,32.47,71.59,85.12,80.94,82.46,8 out of 10,3 out of 9,8 out of 10,34,19
280060,CHI HEALTH CREIGHTON UNIVERSITY MEDICAL CENTER - B,7500 MERCY RD,OMAHA,NE,68124,Douglas,51.80,79.08,87.12,79.94,75.95,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,81.31,75.53,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,61.56,55.01,0 out of 10,0 out of 9,0 out of 10,20.33,51.14,62.50,52.08,50.15,0 out of 10,0 out of 9,0 out of 10,26.16,63.30,73.86,64.73,57.65,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,65.66,60.46,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,89.88,86.67,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,71.90,62.27,0 out of 10,0 out of 9,0 out of 10,0,13
280061,REGIONAL WEST MEDICAL CENTER,4021 AVE B,SCOTTSBLUFF,NE,69361,Scotts Bluff,51.80,79.08,87.12,74.80,74.65,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,79.54,78.68,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,61.49,62.97,0 out of 10,0 out of 9,0 out of 10,20.33,51.14,62.50,49.36,44.80,0 out of 10,0 out of 9,0 out of 10,26.16,63.30,73.86,61.84,59.49,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,60.55,61.30,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,87.28,85.86,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,66.47,54.88,0 out of 10,0 out of 9,0 out of 10,0,11
280065,GREAT PLAINS HEALTH,601 WEST LEOTA ST,NORTH PLATTE,NE,69101,Lincoln,51.80,79.08,87.12,77.19,75.44,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,80.92,77.85,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,63.50,61.47,0 out of 10,0 out of 9,0 out of 10,20.33,51.14,62.50,49.02,44.76,0 out of 10,0 out of 9,0 out of 10,26.16,63.30,73.86,62.02,58.81,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,70.96,70.62,4 out of 10,0 out of 9,4 out of 10,66.72,87.44,92.11,89.96,86.66,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,72.26,65.82,0 out of 10,0 out of 9,0 out of 10,4,15
280077,METHODIST FREMONT HEALTH,450 EAST 23RD ST,FREMONT,NE,68025,Dodge,51.80,79.08,87.12,79.99,80.75,2 out of 10,1 out of 9,2 out of 10,50.67,80.41,88.44,81.73,81.67,2 out of 10,0 out of 9,2 out of 10,35.74,65.07,80.14,63.58,66.96,2 out of 10,2 out of 9,2 out of 10,20.33,51.14,62.50,50.60,54.47,3 out of 10,3 out of 9,3 out of 10,26.16,63.30,73.86,63.31,66.90,4 out of 10,3 out of 9,4 out of 10,41.92,65.72,79.42,71.23,75.38,7 out of 10,5 out of 9,7 out of 10,66.72,87.44,92.11,88.55,89.55,5 out of 10,2 out of 9,5 out of 10,32.47,71.59,85.12,78.34,73.02,1 out of 10,0 out of 9,1 out of 10,26,20
280081,CHI HEALTH IMMANUEL,6901 NORTH 72ND ST,OMAHA,NE,68122,Douglas,51.80,79.08,87.12,75.33,76.23,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,79.41,77.74,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,53.59,55.75,0 out of 10,0 out of 9,0 out of 10,20.33,51.14,62.50,51.29,51.57,1 out of 10,0 out of 9,1 out of 10,26.16,63.30,73.86,60.52,57.27,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,63.76,65.39,0 out of 10,1 out of 9,1 out of 10,66.72,87.44,92.11,89.90,88.54,3 out of 10,0 out of 9,3 out of 10,32.47,71.59,85.12,70.61,68.16,0 out of 10,0 out of 9,0 out of 10,5,13
280105,CHI HEALTH MIDLANDS,11111 SOUTH 84TH ST,PAPILLION,NE,68046,Sarpy,51.80,79.08,87.12,79.57,84.72,7 out of 10,6 out of 9,7 out of 10,50.67,80.41,88.44,80.31,79.58,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,63.51,75.59,7 out of 10,7 out of 9,7 out of 10,20.33,51.14,62.50,59.95,59.92,7 out of 10,0 out of 9,7 out of 10,26.16,63.30,73.86,60.65,71.46,7 out of 10,8 out of 9,8 out of 10,41.92,65.72,79.42,73.41,74.59,6 out of 10,1 out of 9,6 out of 10,66.72,87.44,92.11,91.37,88.32,2 out of 10,0 out of 9,2 out of 10,32.47,71.59,85.12,78.47,75.73,3 out of 10,0 out of 9,3 out of 10,40,19
280111,COLUMBUS COMMUNITY HOSPITAL,4600 38TH ST,COLUMBUS,NE,68601,Platte,51.80,79.08,87.12,79.38,82.87,5 out of 10,4 out of 9,5 out of 10,50.67,80.41,88.44,80.23,84.46,5 out of 10,5 out of 9,5 out of 10,35.74,65.07,80.14,73.42,72.17,5 out of 10,0 out of 9,5 out of 10,20.33,51.14,62.50,51.82,52.67,2 out of 10,0 out of 9,2 out of 10,26.16,63.30,73.86,65.18,66.08,3 out of 10,1 out of 9,3 out of 10,41.92,65.72,79.42,71.78,73.71,6 out of 10,2 out of 9,6 out of 10,66.72,87.44,92.11,91.93,91.25,8 out of 10,0 out of 9,8 out of 10,32.47,71.59,85.12,71.12,75.39,3 out of 10,3 out of 9,3 out of 10,37,20
280125,FAITH REGIONAL HEALTH SERVICES,2700 WEST NORFOLK AVE,NORFOLK,NE,68701,Madison,51.80,79.08,87.12,79.37,81.78,4 out of 10,3 out of 9,4 out of 10,50.67,80.41,88.44,79.30,78.16,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,62.65,66.48,1 out of 10,2 out of 9,2 out of 10,20.33,51.14,62.50,49.25,47.97,0 out of 10,0 out of 9,0 out of 10,26.16,63.30,73.86,62.04,58.95,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,71.37,72.37,5 out of 10,1 out of 9,5 out of 10,66.72,87.44,92.11,88.31,87.69,1 out of 10,0 out of 9,1 out of 10,32.47,71.59,85.12,68.52,70.72,0 out of 10,1 out of 9,1 out of 10,13,17
280128,CHI HEALTH NEBRASKA HEART,7500 SOUTH 91ST ST,LINCOLN,NE,68526,Lancaster,51.80,79.08,87.12,79.40,82.58,4 out of 10,4 out of 9,4 out of 10,50.67,80.41,88.44,80.28,77.81,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,74.58,77.31,8 out of 10,4 out of 9,8 out of 10,20.33,51.14,62.50,55.24,54.08,3 out of 10,0 out of 9,3 out of 10,26.16,63.30,73.86,60.42,61.88,0 out of 10,1 out of 9,1 out of 10,41.92,65.72,79.42,69.67,63.20,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,90.54,86.23,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,83.80,79.88,6 out of 10,0 out of 9,6 out of 10,22,17
280130,CHI HEALTH LAKESIDE,16901 LAKESIDE HILLS CT,OMAHA,NE,68130,Douglas,51.80,79.08,87.12,78.67,79.40,1 out of 10,0 out of 9,1 out of 10,50.67,80.41,88.44,83.48,80.02,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,58.99,62.57,0 out of 10,1 out of 9,1 out of 10,20.33,51.14,62.50,54.80,52.01,1 out of 10,0 out of 9,1 out of 10,26.16,63.30,73.86,62.45,62.11,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,66.88,66.50,1 out of 10,0 out of 9,1 out of 10,66.72,87.44,92.11,89.41,85.28,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,75.63,73.67,2 out of 10,0 out of 9,2 out of 10,6,17
280132,BELLEVUE MEDICAL CENTER,2500 BELLEVUE MEDICAL CENTER DR,BELLEVUE,NE,68123,Sarpy,51.80,79.08,87.12,84.39,82.65,4 out of 10,0 out of 9,4 out of 10,50.67,80.41,88.44,83.06,79.80,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,69.07,64.42,0 out of 10,0 out of 9,0 out of 10,20.33,51.14,62.50,58.11,54.53,3 out of 10,0 out of 9,3 out of 10,26.16,63.30,73.86,69.75,63.33,1 out of 10,0 out of 9,1 out of 10,41.92,65.72,79.42,76.72,72.05,5 out of 10,0 out of 9,5 out of 10,66.72,87.44,92.11,87.24,85.68,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,79.57,76.35,4 out of 10,0 out of 9,4 out of 10,17,18
280134,KEARNEY REGIONAL MEDICAL CENTER,804 22ND AVENUE,KEARNEY,NE,68845,Buffalo,51.80,79.08,87.12,78.60,78.10,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,78.39,79.40,0 out of 10,1 out of 9,1 out of 10,35.74,65.07,80.14,68.34,65.12,1 out of 10,0 out of 9,1 out of 10,20.33,51.14,62.50,52.09,53.89,3 out of 10,1 out of 9,3 out of 10,26.16,63.30,73.86,63.80,61.65,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,67.74,69.65,3 out of 10,1 out of 9,3 out of 10,66.72,87.44,92.11,87.47,88.17,2 out of 10,1 out of 9,2 out of 10,32.47,71.59,85.12,72.15,73.78,2 out of 10,1 out of 9,2 out of 10,12,19
290001,RENOWN REGIONAL MEDICAL CENTER,1155 MILL STREET,RENO,NV,89502,Washoe,51.80,79.08,87.12,72.99,78.50,0 out of 10,3 out of 9,3 out of 10,50.67,80.41,88.44,74.08,74.69,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,50.16,57.93,0 out of 10,2 out of 9,2 out of 10,20.33,51.14,62.50,47.79,49.80,0 out of 10,1 out of 9,1 out of 10,26.16,63.30,73.86,55.00,60.43,0 out of 10,2 out of 9,2 out of 10,41.92,65.72,79.42,51.49,57.49,0 out of 10,2 out of 9,2 out of 10,66.72,87.44,92.11,85.79,86.04,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,65.99,66.61,0 out of 10,0 out of 9,0 out of 10,10,13
290003,SUNRISE HOSPITAL AND MEDICAL CENTER,3186 S MARYLAND PKWY,LAS VEGAS,NV,89109,Clark,51.80,79.08,87.12,67.89,68.78,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,69.24,67.85,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,50.34,57.76,0 out of 10,2 out of 9,2 out of 10,20.33,51.14,62.50,39.93,42.12,0 out of 10,0 out of 9,0 out of 10,26.16,63.30,73.86,53.44,55.07,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,58.54,58.03,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,80.43,79.23,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,58.93,62.05,0 out of 10,1 out of 9,1 out of 10,3,11
290005,NORTH VISTA HOSPITAL,1409 EAST LAKE MEAD BLVD,NORTH LAS VEGAS,NV,89030,Clark,51.80,79.08,87.12,71.24,70.73,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,75.72,74.08,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,60.96,56.06,0 out of 10,0 out of 9,0 out of 10,20.33,51.14,62.50,48.52,44.83,0 out of 10,0 out of 9,0 out of 10,26.16,63.30,73.86,59.40,60.03,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,58.63,57.98,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,81.12,78.56,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,64.01,58.70,0 out of 10,0 out of 9,0 out of 10,0,11
290007,UNIVERSITY MEDICAL CENTER,1800 W CHARLESTON BLVD,LAS VEGAS,NV,89102,Clark,51.80,79.08,87.12,63.32,68.51,0 out of 10,2 out of 9,2 out of 10,50.67,80.41,88.44,65.94,67.79,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,49.15,56.97,0 out of 10,2 out of 9,2 out of 10,20.33,51.14,62.50,41.10,39.45,0 out of 10,0 out of 9,0 out of 10,26.16,63.30,73.86,50.40,52.66,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,49.81,54.45,0 out of 10,1 out of 9,1 out of 10,66.72,87.44,92.11,80.86,79.29,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,53.95,57.64,0 out of 10,1 out of 9,1 out of 10,6,10
290008,NORTHEASTERN NEVADA REGIONAL HOSPITAL,2001 ERRECART BLVD,ELKO,NV,89801,Elko,51.80,79.08,87.12,74.35,71.74,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,73.97,72.73,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,64.35,69.12,3 out of 10,3 out of 9,3 out of 10,20.33,51.14,62.50,41.49,38.97,0 out of 10,0 out of 9,0 out of 10,26.16,63.30,73.86,64.77,61.38,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,70.58,68.37,2 out of 10,0 out of 9,2 out of 10,66.72,87.44,92.11,86.22,84.23,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,59.44,53.44,0 out of 10,0 out of 9,0 out of 10,5,10
290009,SAINT MARY'S REGIONAL MEDICAL CENTER,235 W 6TH ST,RENO,NV,89503,Washoe,51.80,79.08,87.12,71.75,77.20,0 out of 10,3 out of 9,3 out of 10,50.67,80.41,88.44,74.72,71.43,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,52.21,54.79,0 out of 10,0 out of 9,0 out of 10,20.33,51.14,62.50,47.58,50.97,0 out of 10,2 out of 9,2 out of 10,26.16,63.30,73.86,63.95,65.69,3 out of 10,1 out of 9,3 out of 10,41.92,65.72,79.42,58.22,57.83,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,85.22,86.91,0 out of 10,2 out of 9,2 out of 10,32.47,71.59,85.12,65.77,67.70,0 out of 10,0 out of 9,0 out of 10,10,12
290012,SAINT ROSE DOMINICAN HOSPITALS - ROSE DE LIMA,102 E LAKE MEAD DR,HENDERSON,NV,89015,Clark,51.80,79.08,87.12,73.71,73.58,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,72.98,73.57,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,57.29,58.22,0 out of 10,0 out of 9,0 out of 10,20.33,51.14,62.50,48.40,48.67,0 out of 10,0 out of 9,0 out of 10,26.16,63.30,73.86,62.42,59.33,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,61.60,61.96,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,86.43,83.51,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,66.04,66.56,0 out of 10,0 out of 9,0 out of 10,0,15
290019,CARSON TAHOE REGIONAL MEDICAL CENTER,1600 MEDICAL PARKWAY,CARSON CITY,NV,89703,Carson City,51.80,79.08,87.12,75.11,77.40,0 out of 10,1 out of 9,1 out of 10,50.67,80.41,88.44,75.12,77.65,0 out of 10,1 out of 9,1 out of 10,35.74,65.07,80.14,58.77,65.80,1 out of 10,3 out of 9,3 out of 10,20.33,51.14,62.50,46.26,54.91,3 out of 10,5 out of 9,5 out of 10,26.16,63.30,73.86,60.09,65.47,2 out of 10,3 out of 9,3 out of 10,41.92,65.72,79.42,63.50,63.35,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,86.60,88.78,3 out of 10,3 out of 9,3 out of 10,32.47,71.59,85.12,69.61,72.67,1 out of 10,1 out of 9,1 out of 10,17,18
290021,VALLEY HOSPITAL MEDICAL CENTER,620 SHADOW LANE,LAS VEGAS,NV,89106,Clark,51.80,79.08,87.12,71.39,72.68,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,73.81,71.09,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,55.77,61.51,0 out of 10,2 out of 9,2 out of 10,20.33,51.14,62.50,42.16,46.42,0 out of 10,2 out of 9,2 out of 10,26.16,63.30,73.86,58.36,57.60,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,56.12,56.73,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,83.42,84.79,0 out of 10,1 out of 9,1 out of 10,32.47,71.59,85.12,60.79,64.00,0 out of 10,1 out of 9,1 out of 10,6,12
290022,DESERT SPRINGS HOSPITAL,2075 EAST FLAMINGO ROAD,LAS VEGAS,NV,89119,Clark,51.80,79.08,87.12,74.24,74.37,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,70.85,68.33,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,59.62,65.58,1 out of 10,2 out of 9,2 out of 10,20.33,51.14,62.50,46.03,48.37,0 out of 10,1 out of 9,1 out of 10,26.16,63.30,73.86,58.64,57.79,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,58.94,58.98,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,85.24,84.04,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,64.92,66.42,0 out of 10,0 out of 9,0 out of 10,3,11
290032,NORTHERN NEVADA MEDICAL CENTER,2375 E PRATER WAY,SPARKS,NV,89434,Washoe,51.80,79.08,87.12,76.11,80.01,2 out of 10,3 out of 9,3 out of 10,50.67,80.41,88.44,78.13,78.44,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,62.29,72.93,5 out of 10,5 out of 9,5 out of 10,20.33,51.14,62.50,49.98,58.57,6 out of 10,6 out of 9,6 out of 10,26.16,63.30,73.86,63.37,65.53,2 out of 10,2 out of 9,2 out of 10,41.92,65.72,79.42,61.27,64.22,0 out of 10,1 out of 9,1 out of 10,66.72,87.44,92.11,87.02,89.69,5 out of 10,5 out of 9,5 out of 10,32.47,71.59,85.12,73.75,76.25,4 out of 10,2 out of 9,4 out of 10,26,18
290039,MOUNTAINVIEW HOSPITAL,3100 N TENAYA WAY,LAS VEGAS,NV,89128,Clark,51.80,79.08,87.12,75.19,75.42,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,73.14,72.71,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,65.02,67.59,2 out of 10,1 out of 9,2 out of 10,20.33,51.14,62.50,47.57,51.28,1 out of 10,2 out of 9,2 out of 10,26.16,63.30,73.86,58.05,61.95,0 out of 10,2 out of 9,2 out of 10,41.92,65.72,79.42,63.17,63.15,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,85.20,85.73,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,68.18,72.01,1 out of 10,2 out of 9,2 out of 10,8,14
290041,SUMMERLIN HOSPITAL MEDICAL CENTER,657 TOWN CENTER DRIVE,LAS VEGAS,NV,89144,Clark,51.80,79.08,87.12,71.40,73.06,0 out of 10,1 out of 9,1 out of 10,50.67,80.41,88.44,72.84,70.20,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,51.78,56.77,0 out of 10,1 out of 9,1 out of 10,20.33,51.14,62.50,42.90,47.90,0 out of 10,2 out of 9,2 out of 10,26.16,63.30,73.86,56.38,59.35,0 out of 10,1 out of 9,1 out of 10,41.92,65.72,79.42,59.34,57.99,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,85.10,83.74,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,63.42,65.24,0 out of 10,0 out of 9,0 out of 10,5,13
290045,SAINT ROSE DOMINICAN HOSPITALS - SIENA CAMPUS,3001 ST ROSE PARKWAY,HENDERSON,NV,89052,Clark,51.80,79.08,87.12,74.76,75.58,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,73.57,74.44,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,58.82,57.88,0 out of 10,0 out of 9,0 out of 10,20.33,51.14,62.50,51.58,48.53,0 out of 10,0 out of 9,0 out of 10,26.16,63.30,73.86,63.74,60.46,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,65.61,63.52,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,86.65,85.27,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,73.66,72.31,1 out of 10,0 out of 9,1 out of 10,1,15
290046,SPRING VALLEY HOSPITAL MEDICAL CENTER,5400 SOUTH RAINBOW BLVD,LAS VEGAS,NV,89118,Clark,51.80,79.08,87.12,71.83,70.56,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,69.55,68.60,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,55.35,61.44,0 out of 10,2 out of 9,2 out of 10,20.33,51.14,62.50,41.09,46.50,0 out of 10,2 out of 9,2 out of 10,26.16,63.30,73.86,54.67,56.83,0 out of 10,1 out of 9,1 out of 10,41.92,65.72,79.42,57.11,59.09,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,84.22,83.28,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,59.52,63.26,0 out of 10,1 out of 9,1 out of 10,6,12
290047,SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,9300 WEST SUNSET RD,LAS VEGAS,NV,89148,Clark,51.80,79.08,87.12,72.30,74.66,0 out of 10,1 out of 9,1 out of 10,50.67,80.41,88.44,74.59,70.63,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,57.63,67.29,2 out of 10,4 out of 9,4 out of 10,20.33,51.14,62.50,47.32,52.88,2 out of 10,3 out of 9,3 out of 10,26.16,63.30,73.86,59.83,61.28,0 out of 10,1 out of 9,1 out of 10,41.92,65.72,79.42,65.17,68.83,3 out of 10,2 out of 9,3 out of 10,66.72,87.44,92.11,84.82,84.10,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,67.78,73.00,1 out of 10,3 out of 9,3 out of 10,15,13
290049,RENOWN SOUTH MEADOWS MEDICAL CENTER,10101 DOUBLE R BLVD,RENO,NV,89521,Washoe,51.80,79.08,87.12,80.36,80.85,2 out of 10,0 out of 9,2 out of 10,50.67,80.41,88.44,80.37,80.40,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,71.52,65.85,1 out of 10,0 out of 9,1 out of 10,20.33,51.14,62.50,50.65,51.70,1 out of 10,0 out of 9,1 out of 10,26.16,63.30,73.86,64.84,64.64,2 out of 10,0 out of 9,2 out of 10,41.92,65.72,79.42,59.89,64.39,0 out of 10,2 out of 9,2 out of 10,66.72,87.44,92.11,87.67,86.00,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,73.26,75.88,3 out of 10,2 out of 9,3 out of 10,11,18
290053,SAINT ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS,8280 W WARM SPRINGS ROAD,LAS VEGAS,NV,89113,Clark,51.80,79.08,87.12,74.72,78.88,0 out of 10,3 out of 9,3 out of 10,50.67,80.41,88.44,73.72,75.13,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,60.59,65.89,1 out of 10,2 out of 9,2 out of 10,20.33,51.14,62.50,50.32,51.41,1 out of 10,0 out of 9,1 out of 10,26.16,63.30,73.86,63.49,62.99,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,67.72,65.40,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,85.34,85.84,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,77.48,75.94,3 out of 10,0 out of 9,3 out of 10,9,16
