"Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","Phone Number","Measure ID","Measure Name","Denominator","Observed Rate Per 1,000","Footnote","Start Date","End Date"
34012F,DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM,NC,27705,DURHAM,(919) 286-0411,PSI-11,Postoperative Respiratory Failure Rate,1494,7.36,20,07/01/2016,06/30/2018
34012F,DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM,NC,27705,DURHAM,(919) 286-0411,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,3272,2.44,20,07/01/2016,06/30/2018
34012F,DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM,NC,27705,DURHAM,(919) 286-0411,PSI-13,Postoperative Sepsis Rate,2022,4.95,20,07/01/2016,06/30/2018
34012F,DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM,NC,27705,DURHAM,(919) 286-0411,PSI-14,Postoperative Wound Dehiscence Rate,693,0,20,07/01/2016,06/30/2018
34012F,DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM,NC,27705,DURHAM,(919) 286-0411,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,2422,2.89,20,07/01/2016,06/30/2018
34012F,DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM,NC,27705,DURHAM,(919) 286-0411,PSI-3,Pressure Ulcer Rate,7325,0.55,20,07/01/2016,06/30/2018
34012F,DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM,NC,27705,DURHAM,(919) 286-0411,PSI-4,Death among surgical inpatients with serious treatable complications Rate,76,65.79,20,07/01/2016,06/30/2018
34012F,DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM,NC,27705,DURHAM,(919) 286-0411,PSI-6,"Iatrogenic pneumothorax, adult Rate",11177,0.18,20,07/01/2016,06/30/2018
34012F,DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM,NC,27705,DURHAM,(919) 286-0411,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,6431,0.16,20,07/01/2016,06/30/2018
34012F,DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM,NC,27705,DURHAM,(919) 286-0411,PSI-8,In-Hospital Fall With Hip Fracture Rate,10287,0.1,20,07/01/2016,06/30/2018
34012F,DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM,NC,27705,DURHAM,(919) 286-0411,PSI-9,Perioperative Hemorrhage or Hematoma Rate,3159,2.85,20,07/01/2016,06/30/2018
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,(910) 488-2120,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,Not Available,Not Available,"1, 20",07/01/2016,06/30/2018
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,(910) 488-2120,PSI-11,Postoperative Respiratory Failure Rate,Not Available,Not Available,"1, 20",07/01/2016,06/30/2018
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,(910) 488-2120,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,Not Available,Not Available,"1, 20",07/01/2016,06/30/2018
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,(910) 488-2120,PSI-13,Postoperative Sepsis Rate,Not Available,Not Available,"5, 20",07/01/2016,06/30/2018
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,(910) 488-2120,PSI-14,Postoperative Wound Dehiscence Rate,Not Available,Not Available,"1, 20",07/01/2016,06/30/2018
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,(910) 488-2120,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,26,0,20,07/01/2016,06/30/2018
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,(910) 488-2120,PSI-3,Pressure Ulcer Rate,1235,0,20,07/01/2016,06/30/2018
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,(910) 488-2120,PSI-4,Death among surgical inpatients with serious treatable complications Rate,Not Available,Not Available,"5, 20",07/01/2016,06/30/2018
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,(910) 488-2120,PSI-6,"Iatrogenic pneumothorax, adult Rate",2307,0,20,07/01/2016,06/30/2018
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,(910) 488-2120,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,1545,0,20,07/01/2016,06/30/2018
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,(910) 488-2120,PSI-8,In-Hospital Fall With Hip Fracture Rate,2141,0,20,07/01/2016,06/30/2018
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,(910) 488-2120,PSI-9,Perioperative Hemorrhage or Hematoma Rate,Not Available,Not Available,"1, 20",07/01/2016,06/30/2018
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER (SALSBURY),1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,(704) 638-9000,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,664,0,20,07/01/2016,06/30/2018
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER (SALSBURY),1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,(704) 638-9000,PSI-11,Postoperative Respiratory Failure Rate,625,3.2,20,07/01/2016,06/30/2018
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER (SALSBURY),1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,(704) 638-9000,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,911,4.39,20,07/01/2016,06/30/2018
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER (SALSBURY),1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,(704) 638-9000,PSI-13,Postoperative Sepsis Rate,652,4.6,20,07/01/2016,06/30/2018
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER (SALSBURY),1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,(704) 638-9000,PSI-14,Postoperative Wound Dehiscence Rate,283,0,20,07/01/2016,06/30/2018
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER (SALSBURY),1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,(704) 638-9000,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,874,2.29,20,07/01/2016,06/30/2018
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER (SALSBURY),1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,(704) 638-9000,PSI-3,Pressure Ulcer Rate,2531,0.79,20,07/01/2016,06/30/2018
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER (SALSBURY),1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,(704) 638-9000,PSI-4,Death among surgical inpatients with serious treatable complications Rate,Not Available,Not Available,"1, 20",07/01/2016,06/30/2018
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER (SALSBURY),1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,(704) 638-9000,PSI-6,"Iatrogenic pneumothorax, adult Rate",4526,0,20,07/01/2016,06/30/2018
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER (SALSBURY),1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,(704) 638-9000,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,2503,0,20,07/01/2016,06/30/2018
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER (SALSBURY),1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,(704) 638-9000,PSI-8,In-Hospital Fall With Hip Fracture Rate,4116,0,20,07/01/2016,06/30/2018
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER (SALSBURY),1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,(704) 638-9000,PSI-9,Perioperative Hemorrhage or Hematoma Rate,889,0,20,07/01/2016,06/30/2018
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,(828) 298-7911,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,1131,0,20,07/01/2016,06/30/2018
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,(828) 298-7911,PSI-11,Postoperative Respiratory Failure Rate,817,0,20,07/01/2016,06/30/2018
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,(828) 298-7911,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,1701,5.29,20,07/01/2016,06/30/2018
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,(828) 298-7911,PSI-13,Postoperative Sepsis Rate,1077,1.86,20,07/01/2016,06/30/2018
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,(828) 298-7911,PSI-14,Postoperative Wound Dehiscence Rate,450,0,20,07/01/2016,06/30/2018
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,(828) 298-7911,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,2323,0,20,07/01/2016,06/30/2018
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,(828) 298-7911,PSI-3,Pressure Ulcer Rate,4623,0.22,20,07/01/2016,06/30/2018
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,(828) 298-7911,PSI-4,Death among surgical inpatients with serious treatable complications Rate,44,45.45,20,07/01/2016,06/30/2018
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,(828) 298-7911,PSI-6,"Iatrogenic pneumothorax, adult Rate",6432,0,20,07/01/2016,06/30/2018
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,(828) 298-7911,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,4309,0,20,07/01/2016,06/30/2018
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,(828) 298-7911,PSI-8,In-Hospital Fall With Hip Fracture Rate,6055,0,20,07/01/2016,06/30/2018
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,(828) 298-7911,PSI-9,Perioperative Hemorrhage or Hematoma Rate,1633,3.06,20,07/01/2016,06/30/2018
35002F,FARGO VA MEDICAL CENTER,2101 ELM STREET,FARGO,ND,58102,CASS,(701) 232-3241,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,326,3.07,20,07/01/2016,06/30/2018
35002F,FARGO VA MEDICAL CENTER,2101 ELM STREET,FARGO,ND,58102,CASS,(701) 232-3241,PSI-11,Postoperative Respiratory Failure Rate,288,6.94,20,07/01/2016,06/30/2018
35002F,FARGO VA MEDICAL CENTER,2101 ELM STREET,FARGO,ND,58102,CASS,(701) 232-3241,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,450,4.44,20,07/01/2016,06/30/2018
35002F,FARGO VA MEDICAL CENTER,2101 ELM STREET,FARGO,ND,58102,CASS,(701) 232-3241,PSI-13,Postoperative Sepsis Rate,312,0,20,07/01/2016,06/30/2018
35002F,FARGO VA MEDICAL CENTER,2101 ELM STREET,FARGO,ND,58102,CASS,(701) 232-3241,PSI-14,Postoperative Wound Dehiscence Rate,128,7.81,20,07/01/2016,06/30/2018
35002F,FARGO VA MEDICAL CENTER,2101 ELM STREET,FARGO,ND,58102,CASS,(701) 232-3241,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,347,0,20,07/01/2016,06/30/2018
35002F,FARGO VA MEDICAL CENTER,2101 ELM STREET,FARGO,ND,58102,CASS,(701) 232-3241,PSI-3,Pressure Ulcer Rate,1983,2.52,20,07/01/2016,06/30/2018
35002F,FARGO VA MEDICAL CENTER,2101 ELM STREET,FARGO,ND,58102,CASS,(701) 232-3241,PSI-4,Death among surgical inpatients with serious treatable complications Rate,Not Available,Not Available,"1, 20",07/01/2016,06/30/2018
35002F,FARGO VA MEDICAL CENTER,2101 ELM STREET,FARGO,ND,58102,CASS,(701) 232-3241,PSI-6,"Iatrogenic pneumothorax, adult Rate",2790,0,20,07/01/2016,06/30/2018
35002F,FARGO VA MEDICAL CENTER,2101 ELM STREET,FARGO,ND,58102,CASS,(701) 232-3241,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,1674,0,20,07/01/2016,06/30/2018
35002F,FARGO VA MEDICAL CENTER,2101 ELM STREET,FARGO,ND,58102,CASS,(701) 232-3241,PSI-8,In-Hospital Fall With Hip Fracture Rate,2525,0.79,20,07/01/2016,06/30/2018
35002F,FARGO VA MEDICAL CENTER,2101 ELM STREET,FARGO,ND,58102,CASS,(701) 232-3241,PSI-9,Perioperative Hemorrhage or Hematoma Rate,424,2.36,20,07/01/2016,06/30/2018
36001F,CLEVELAND-WADE PARK VA MEDICAL CENTER,10701 EAST BLVD,CLEVELAND,OH,44106,CUYAHOGA,(216) 791-3800,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,1406,0.71,20,07/01/2016,06/30/2018
36001F,CLEVELAND-WADE PARK VA MEDICAL CENTER,10701 EAST BLVD,CLEVELAND,OH,44106,CUYAHOGA,(216) 791-3800,PSI-11,Postoperative Respiratory Failure Rate,890,6.74,20,07/01/2016,06/30/2018
36001F,CLEVELAND-WADE PARK VA MEDICAL CENTER,10701 EAST BLVD,CLEVELAND,OH,44106,CUYAHOGA,(216) 791-3800,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,3071,2.61,20,07/01/2016,06/30/2018
36001F,CLEVELAND-WADE PARK VA MEDICAL CENTER,10701 EAST BLVD,CLEVELAND,OH,44106,CUYAHOGA,(216) 791-3800,PSI-13,Postoperative Sepsis Rate,1328,5.27,20,07/01/2016,06/30/2018
36001F,CLEVELAND-WADE PARK VA MEDICAL CENTER,10701 EAST BLVD,CLEVELAND,OH,44106,CUYAHOGA,(216) 791-3800,PSI-14,Postoperative Wound Dehiscence Rate,1094,0.91,20,07/01/2016,06/30/2018
36001F,CLEVELAND-WADE PARK VA MEDICAL CENTER,10701 EAST BLVD,CLEVELAND,OH,44106,CUYAHOGA,(216) 791-3800,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,2353,0.85,20,07/01/2016,06/30/2018
36001F,CLEVELAND-WADE PARK VA MEDICAL CENTER,10701 EAST BLVD,CLEVELAND,OH,44106,CUYAHOGA,(216) 791-3800,PSI-3,Pressure Ulcer Rate,10034,1.1,20,07/01/2016,06/30/2018
36001F,CLEVELAND-WADE PARK VA MEDICAL CENTER,10701 EAST BLVD,CLEVELAND,OH,44106,CUYAHOGA,(216) 791-3800,PSI-4,Death among surgical inpatients with serious treatable complications Rate,78,141.03,20,07/01/2016,06/30/2018
36001F,CLEVELAND-WADE PARK VA MEDICAL CENTER,10701 EAST BLVD,CLEVELAND,OH,44106,CUYAHOGA,(216) 791-3800,PSI-6,"Iatrogenic pneumothorax, adult Rate",14262,0.21,20,07/01/2016,06/30/2018
36001F,CLEVELAND-WADE PARK VA MEDICAL CENTER,10701 EAST BLVD,CLEVELAND,OH,44106,CUYAHOGA,(216) 791-3800,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,8358,0,20,07/01/2016,06/30/2018
36001F,CLEVELAND-WADE PARK VA MEDICAL CENTER,10701 EAST BLVD,CLEVELAND,OH,44106,CUYAHOGA,(216) 791-3800,PSI-8,In-Hospital Fall With Hip Fracture Rate,13086,0.15,20,07/01/2016,06/30/2018
36001F,CLEVELAND-WADE PARK VA MEDICAL CENTER,10701 EAST BLVD,CLEVELAND,OH,44106,CUYAHOGA,(216) 791-3800,PSI-9,Perioperative Hemorrhage or Hematoma Rate,2799,8.22,20,07/01/2016,06/30/2018
36003F,CINCINNATI VA MEDICAL CENTER,3200 VINE STREET,CINCINNATI,OH,45220,HAMILTON,(513) 861-3100,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,1025,1.95,20,07/01/2016,06/30/2018
36003F,CINCINNATI VA MEDICAL CENTER,3200 VINE STREET,CINCINNATI,OH,45220,HAMILTON,(513) 861-3100,PSI-11,Postoperative Respiratory Failure Rate,785,3.82,20,07/01/2016,06/30/2018
36003F,CINCINNATI VA MEDICAL CENTER,3200 VINE STREET,CINCINNATI,OH,45220,HAMILTON,(513) 861-3100,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,1640,2.44,20,07/01/2016,06/30/2018
36003F,CINCINNATI VA MEDICAL CENTER,3200 VINE STREET,CINCINNATI,OH,45220,HAMILTON,(513) 861-3100,PSI-13,Postoperative Sepsis Rate,994,3.02,20,07/01/2016,06/30/2018
36003F,CINCINNATI VA MEDICAL CENTER,3200 VINE STREET,CINCINNATI,OH,45220,HAMILTON,(513) 861-3100,PSI-14,Postoperative Wound Dehiscence Rate,567,0,20,07/01/2016,06/30/2018
36003F,CINCINNATI VA MEDICAL CENTER,3200 VINE STREET,CINCINNATI,OH,45220,HAMILTON,(513) 861-3100,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,1445,0.69,20,07/01/2016,06/30/2018
36003F,CINCINNATI VA MEDICAL CENTER,3200 VINE STREET,CINCINNATI,OH,45220,HAMILTON,(513) 861-3100,PSI-3,Pressure Ulcer Rate,5047,0.99,20,07/01/2016,06/30/2018
36003F,CINCINNATI VA MEDICAL CENTER,3200 VINE STREET,CINCINNATI,OH,45220,HAMILTON,(513) 861-3100,PSI-4,Death among surgical inpatients with serious treatable complications Rate,26,192.31,20,07/01/2016,06/30/2018
36003F,CINCINNATI VA MEDICAL CENTER,3200 VINE STREET,CINCINNATI,OH,45220,HAMILTON,(513) 861-3100,PSI-6,"Iatrogenic pneumothorax, adult Rate",9223,0.22,20,07/01/2016,06/30/2018
36003F,CINCINNATI VA MEDICAL CENTER,3200 VINE STREET,CINCINNATI,OH,45220,HAMILTON,(513) 861-3100,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,4745,0,20,07/01/2016,06/30/2018
36003F,CINCINNATI VA MEDICAL CENTER,3200 VINE STREET,CINCINNATI,OH,45220,HAMILTON,(513) 861-3100,PSI-8,In-Hospital Fall With Hip Fracture Rate,8479,0,20,07/01/2016,06/30/2018
36003F,CINCINNATI VA MEDICAL CENTER,3200 VINE STREET,CINCINNATI,OH,45220,HAMILTON,(513) 861-3100,PSI-9,Perioperative Hemorrhage or Hematoma Rate,1564,1.28,20,07/01/2016,06/30/2018
36007F,DAYTON VA MEDICAL CENTER,4100 WEST THIRD STREET,DAYTON,OH,45428,MONTGOMERY,(937) 268-6511,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,791,1.26,20,07/01/2016,06/30/2018
36007F,DAYTON VA MEDICAL CENTER,4100 WEST THIRD STREET,DAYTON,OH,45428,MONTGOMERY,(937) 268-6511,PSI-11,Postoperative Respiratory Failure Rate,618,4.85,20,07/01/2016,06/30/2018
36007F,DAYTON VA MEDICAL CENTER,4100 WEST THIRD STREET,DAYTON,OH,45428,MONTGOMERY,(937) 268-6511,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,1275,0.78,20,07/01/2016,06/30/2018
36007F,DAYTON VA MEDICAL CENTER,4100 WEST THIRD STREET,DAYTON,OH,45428,MONTGOMERY,(937) 268-6511,PSI-13,Postoperative Sepsis Rate,767,1.3,20,07/01/2016,06/30/2018
36007F,DAYTON VA MEDICAL CENTER,4100 WEST THIRD STREET,DAYTON,OH,45428,MONTGOMERY,(937) 268-6511,PSI-14,Postoperative Wound Dehiscence Rate,344,2.91,20,07/01/2016,06/30/2018
36007F,DAYTON VA MEDICAL CENTER,4100 WEST THIRD STREET,DAYTON,OH,45428,MONTGOMERY,(937) 268-6511,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,860,0,20,07/01/2016,06/30/2018
36007F,DAYTON VA MEDICAL CENTER,4100 WEST THIRD STREET,DAYTON,OH,45428,MONTGOMERY,(937) 268-6511,PSI-3,Pressure Ulcer Rate,4019,0,20,07/01/2016,06/30/2018
36007F,DAYTON VA MEDICAL CENTER,4100 WEST THIRD STREET,DAYTON,OH,45428,MONTGOMERY,(937) 268-6511,PSI-4,Death among surgical inpatients with serious treatable complications Rate,Not Available,Not Available,"1, 20",07/01/2016,06/30/2018
36007F,DAYTON VA MEDICAL CENTER,4100 WEST THIRD STREET,DAYTON,OH,45428,MONTGOMERY,(937) 268-6511,PSI-6,"Iatrogenic pneumothorax, adult Rate",6469,0.46,20,07/01/2016,06/30/2018
36007F,DAYTON VA MEDICAL CENTER,4100 WEST THIRD STREET,DAYTON,OH,45428,MONTGOMERY,(937) 268-6511,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,3742,0.27,20,07/01/2016,06/30/2018
36007F,DAYTON VA MEDICAL CENTER,4100 WEST THIRD STREET,DAYTON,OH,45428,MONTGOMERY,(937) 268-6511,PSI-8,In-Hospital Fall With Hip Fracture Rate,5764,0.17,20,07/01/2016,06/30/2018
36007F,DAYTON VA MEDICAL CENTER,4100 WEST THIRD STREET,DAYTON,OH,45428,MONTGOMERY,(937) 268-6511,PSI-9,Perioperative Hemorrhage or Hematoma Rate,1222,4.91,20,07/01/2016,06/30/2018
36008F,CHILLICOTHE VA MEDICAL CENTER,17273 STATE ROUTE 104,CHILLICOTHE,OH,45601,ROSS,(740) 773-1141,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,Not Available,Not Available,"5, 20",07/01/2016,06/30/2018
36008F,CHILLICOTHE VA MEDICAL CENTER,17273 STATE ROUTE 104,CHILLICOTHE,OH,45601,ROSS,(740) 773-1141,PSI-11,Postoperative Respiratory Failure Rate,Not Available,Not Available,"5, 20",07/01/2016,06/30/2018
36008F,CHILLICOTHE VA MEDICAL CENTER,17273 STATE ROUTE 104,CHILLICOTHE,OH,45601,ROSS,(740) 773-1141,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,Not Available,Not Available,"1, 20",07/01/2016,06/30/2018
36008F,CHILLICOTHE VA MEDICAL CENTER,17273 STATE ROUTE 104,CHILLICOTHE,OH,45601,ROSS,(740) 773-1141,PSI-13,Postoperative Sepsis Rate,Not Available,Not Available,"5, 20",07/01/2016,06/30/2018
36008F,CHILLICOTHE VA MEDICAL CENTER,17273 STATE ROUTE 104,CHILLICOTHE,OH,45601,ROSS,(740) 773-1141,PSI-14,Postoperative Wound Dehiscence Rate,Not Available,Not Available,"1, 20",07/01/2016,06/30/2018
36008F,CHILLICOTHE VA MEDICAL CENTER,17273 STATE ROUTE 104,CHILLICOTHE,OH,45601,ROSS,(740) 773-1141,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,66,0,20,07/01/2016,06/30/2018
36008F,CHILLICOTHE VA MEDICAL CENTER,17273 STATE ROUTE 104,CHILLICOTHE,OH,45601,ROSS,(740) 773-1141,PSI-3,Pressure Ulcer Rate,1718,0,20,07/01/2016,06/30/2018
36008F,CHILLICOTHE VA MEDICAL CENTER,17273 STATE ROUTE 104,CHILLICOTHE,OH,45601,ROSS,(740) 773-1141,PSI-4,Death among surgical inpatients with serious treatable complications Rate,Not Available,Not Available,"5, 20",07/01/2016,06/30/2018
36008F,CHILLICOTHE VA MEDICAL CENTER,17273 STATE ROUTE 104,CHILLICOTHE,OH,45601,ROSS,(740) 773-1141,PSI-6,"Iatrogenic pneumothorax, adult Rate",2560,0,20,07/01/2016,06/30/2018
36008F,CHILLICOTHE VA MEDICAL CENTER,17273 STATE ROUTE 104,CHILLICOTHE,OH,45601,ROSS,(740) 773-1141,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,1898,0,20,07/01/2016,06/30/2018
36008F,CHILLICOTHE VA MEDICAL CENTER,17273 STATE ROUTE 104,CHILLICOTHE,OH,45601,ROSS,(740) 773-1141,PSI-8,In-Hospital Fall With Hip Fracture Rate,2176,0,20,07/01/2016,06/30/2018
36008F,CHILLICOTHE VA MEDICAL CENTER,17273 STATE ROUTE 104,CHILLICOTHE,OH,45601,ROSS,(740) 773-1141,PSI-9,Perioperative Hemorrhage or Hematoma Rate,Not Available,Not Available,"1, 20",07/01/2016,06/30/2018
37012F,MUSKOGEE VA MEDICAL CENTER,1011 HONOR HEIGHTS DRIVE,MUSKOGEE,OK,74401,MUSKOGEE,(918) 577-3000,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,101,0,20,07/01/2016,06/30/2018
37012F,MUSKOGEE VA MEDICAL CENTER,1011 HONOR HEIGHTS DRIVE,MUSKOGEE,OK,74401,MUSKOGEE,(918) 577-3000,PSI-11,Postoperative Respiratory Failure Rate,90,11.11,20,07/01/2016,06/30/2018
37012F,MUSKOGEE VA MEDICAL CENTER,1011 HONOR HEIGHTS DRIVE,MUSKOGEE,OK,74401,MUSKOGEE,(918) 577-3000,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,287,3.48,20,07/01/2016,06/30/2018
37012F,MUSKOGEE VA MEDICAL CENTER,1011 HONOR HEIGHTS DRIVE,MUSKOGEE,OK,74401,MUSKOGEE,(918) 577-3000,PSI-13,Postoperative Sepsis Rate,70,0,20,07/01/2016,06/30/2018
37012F,MUSKOGEE VA MEDICAL CENTER,1011 HONOR HEIGHTS DRIVE,MUSKOGEE,OK,74401,MUSKOGEE,(918) 577-3000,PSI-14,Postoperative Wound Dehiscence Rate,125,0,20,07/01/2016,06/30/2018
37012F,MUSKOGEE VA MEDICAL CENTER,1011 HONOR HEIGHTS DRIVE,MUSKOGEE,OK,74401,MUSKOGEE,(918) 577-3000,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,686,0,20,07/01/2016,06/30/2018
