"Facility Name","Facility ID","State","Fiscal Year","PSI-90 Start Date","PSI-90 End Date","PSI-90 W Z Score","PSI-90 Footnote","CLABSI W Z Score","CLABSI Footnote","CAUTI W Z Score","CAUTI Footnote","SSI W Z Score","SSI Footnote","MRSA W Z Score","MRSA Footnote","CDI W Z Score","CDI Footnote","HAI Measures Start Date","HAI Measures End Date","Total HAC Score","Total HAC Footnote","Payment Reduction","Payment Reduction Footnote"
COX MEDICAL CENTER BRANSON,260094,MO,2020,07/01/2016,06/30/2018,-0.4185,,-0.5230,,-0.6384,,-0.9160,,2.1883,,1.0304,,01/01/2017,12/31/2018,0.1204,,No,
CENTERPOINT MEDICAL CENTER,260095,MO,2020,07/01/2016,06/30/2018,-1.0874,,-0.2028,,0.1540,,0.0640,,0.2272,,0.5255,,01/01/2017,12/31/2018,-0.0532,,No,
NORTH KANSAS CITY HOSPITAL,260096,MO,2020,07/01/2016,06/30/2018,0.3719,,-0.3698,,0.1749,,-0.3892,,-0.7621,,0.3873,,01/01/2017,12/31/2018,-0.0978,,No,
WESTERN MISSOURI MEDICAL CENTER,260097,MO,2020,07/01/2016,06/30/2018,-0.3455,,N/A,5,N/A,5,-0.2252,,N/A,5,0.2761,,01/01/2017,12/31/2018,-0.0982,,No,
TRUMAN MEDICAL CENTER LAKEWOOD,260102,MO,2020,07/01/2016,06/30/2018,-0.6221,,-1.4459,,0.1217,,N/A,5,0.4556,,-1.1903,,01/01/2017,12/31/2018,-0.5362,,No,
SSM HEALTH DEPAUL HOSPITAL ST LOUIS,260104,MO,2020,07/01/2016,06/30/2018,1.2480,,-0.2863,,0.4789,,-0.8295,,1.4662,,-0.6524,,01/01/2017,12/31/2018,0.2375,,No,
SSM HEALTH SAINT LOUIS UNIVERSITY HOSPITAL,260105,MO,2020,07/01/2016,06/30/2018,1.0402,,1.0424,,0.2300,,-0.1829,,1.2449,,1.3038,,01/01/2017,12/31/2018,0.7798,,Yes,
MISSOURI BAPTIST MEDICAL CENTER,260108,MO,2020,07/01/2016,06/30/2018,-0.4735,,-0.3161,,0.5873,,0.1266,,-0.3391,,-0.5082,,01/01/2017,12/31/2018,-0.1539,,No,
SOUTHEASTHEALTH,260110,MO,2020,07/01/2016,06/30/2018,2.3575,,1.5715,,-0.4503,,0.2003,,0.5812,,0.3122,,01/01/2017,12/31/2018,0.7621,,Yes,
MISSOURI DELTA MEDICAL CENTER,260113,MO,2020,07/01/2016,06/30/2018,2.3575,,2.0926,,-1.5354,,-1.5000,,-1.4453,,-0.7336,,01/01/2017,12/31/2018,-0.1274,,No,
POPLAR BLUFF REGIONAL MEDICAL CENTER,260119,MO,2020,07/01/2016,06/30/2018,-0.0515,,-0.8413,,-1.3568,,0.1966,,-0.8984,,-0.6224,,01/01/2017,12/31/2018,-0.5956,,No,
FREEMAN HEALTH SYSTEM - FREEMAN WEST,260137,MO,2020,07/01/2016,06/30/2018,0.9823,,-0.8094,,-0.8000,,-0.3708,,-1.2276,,-0.0304,,01/01/2017,12/31/2018,-0.3760,,No,
ST LUKES HOSPITAL OF KANSAS CITY,260138,MO,2020,07/01/2016,06/30/2018,0.5368,,0.2428,,0.8153,,-0.4279,,-0.7497,,0.6668,,01/01/2017,12/31/2018,0.1807,,No,
UNIVERSITY OF MISSOURI HEALTH CARE,260141,MO,2020,07/01/2016,06/30/2018,1.9996,,0.0817,,-0.2470,,0.0271,,1.0095,,0.0237,,01/01/2017,12/31/2018,0.4824,,Yes,
FITZGIBBON HOSPITAL,260142,MO,2020,07/01/2016,06/30/2018,-0.2509,,N/A,5,N/A,5,N/A,5,N/A,5,1.9710,,01/01/2017,12/31/2018,0.8600,,Yes,
SOUTHEASTHEALTH CENTER OF STODDARD COUNTY,260160,MO,2020,07/01/2016,06/30/2018,-0.0582,,N/A,5,N/A,5,N/A,5,N/A,5,1.9710,,01/01/2017,12/31/2018,0.9564,,Yes,
BARNES-JEWISH WEST COUNTY HOSPITAL,260162,MO,2020,07/01/2016,06/30/2018,-1.2286,,-1.4459,,-1.5354,,-0.5624,,N/A,5,-1.4788,,01/01/2017,12/31/2018,-1.2502,,No,
PARKLAND HEALTH CENTER,260163,MO,2020,07/01/2016,06/30/2018,-0.6959,,N/A,5,0.6842,,1.4677,,-0.1710,,-0.5953,,01/01/2017,12/31/2018,0.1379,,No,
GOLDEN VALLEY MEMORIAL HOSPITAL,260175,MO,2020,07/01/2016,06/30/2018,0.1021,,N/A,5,N/A,5,N/A,5,N/A,5,0.6427,,01/01/2017,12/31/2018,0.3724,,Yes,
ST LUKE'S DES PERES HOSPITAL,260176,MO,2020,07/01/2016,06/30/2018,-0.3670,,2.1941,,-1.5354,,-1.5000,,N/A,5,-0.7847,,01/01/2017,12/31/2018,-0.3986,,No,
LIBERTY HOSPITAL,260177,MO,2020,07/01/2016,06/30/2018,-0.7282,,-1.0203,,0.2110,,-0.3910,,-1.4453,,0.3152,,01/01/2017,12/31/2018,-0.5098,,No,
ST LUKES HOSPITAL,260179,MO,2020,07/01/2016,06/30/2018,0.2115,,-0.0397,,-0.8988,,0.0437,,-1.0471,,0.3963,,01/01/2017,12/31/2018,-0.2223,,No,
CHRISTIAN HOSPITAL NORTHEAST-NORTHWEST,260180,MO,2020,07/01/2016,06/30/2018,2.3575,,-0.2843,,-0.8684,,1.0938,,1.0007,,0.4654,,01/01/2017,12/31/2018,0.6274,,Yes,
SAINT FRANCIS MEDICAL CENTER,260183,MO,2020,07/01/2016,06/30/2018,-1.5258,,1.2075,,-0.4465,,-0.7613,,-0.6913,,-1.4668,,01/01/2017,12/31/2018,-0.6140,,No,
LAKE REGIONAL HEALTH SYSTEM,260186,MO,2020,07/01/2016,06/30/2018,0.1302,,1.2135,,0.6576,,0.8580,,0.0237,,-0.3039,,01/01/2017,12/31/2018,0.4298,,Yes,
LEE'S SUMMIT MEDICAL CENTER,260190,MO,2020,07/01/2016,06/30/2018,0.8575,,0.5173,,0.1103,,0.3201,,2.2502,,1.8327,,01/01/2017,12/31/2018,0.9813,,Yes,
BARNES-JEWISH ST PETERS HOSPITAL,260191,MO,2020,07/01/2016,06/30/2018,1.6527,,-0.6682,,1.0243,,-0.3192,,-0.4984,,-0.4241,,01/01/2017,12/31/2018,0.1279,,No,
ST MARY'S MEDICAL CENTER,260193,MO,2020,07/01/2016,06/30/2018,-1.5258,,-0.6264,,-0.1254,,1.4585,,1.3281,,0.3332,,01/01/2017,12/31/2018,0.1404,,No,
CITIZENS MEMORIAL HOSPITAL,260195,MO,2020,07/01/2016,06/30/2018,0.3406,,N/A,5,2.1854,,-0.5495,,N/A,5,1.1686,,01/01/2017,12/31/2018,0.7863,,Yes,
SSM HEALTH SAINT JOSEPH HOSPITAL-LAKE SAINT LOUIS,260200,MO,2020,07/01/2016,06/30/2018,-0.6488,,2.1941,,1.1820,,-1.0616,,0.4697,,-1.2204,,01/01/2017,12/31/2018,0.1525,,No,
FULTON MEDICAL CENTER LLC,260209,MO,2020,07/01/2016,06/30/2018,0.0688,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2017,12/31/2018,0.0688,,No,
ST ALEXIUS HOSPITAL,260210,MO,2020,07/01/2016,06/30/2018,2.3575,,2.1941,,1.7046,,N/A,5,-0.4772,,-0.8778,,01/01/2017,12/31/2018,0.9802,,Yes,
BELTON REGIONAL MEDICAL CENTER,260214,MO,2020,07/01/2016,06/30/2018,-0.8744,,-1.4459,,2.0847,,0.8359,,N/A,5,0.1319,,01/01/2017,12/31/2018,0.1464,,No,
SAINT LUKE'S EAST HOSPITAL,260216,MO,2020,07/01/2016,06/30/2018,-0.1191,,-1.0899,,-0.0760,,-0.6250,,0.5529,,0.3753,,01/01/2017,12/31/2018,-0.1636,,No,
PROGRESS WEST HOSPITAL,260219,MO,2020,07/01/2016,06/30/2018,-0.2523,,N/A,5,-0.1786,,2.0996,,N/A,5,-0.4571,,01/01/2017,12/31/2018,0.3029,,No,
BLACK RIVER COMMUNITY MEDICAL CENTER,260227,MO,2020,07/01/2016,06/30/2018,-0.0071,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2017,12/31/2018,-0.0071,,No,
ST PETERS HOSPITAL,270003,MT,2020,07/01/2016,06/30/2018,2.3575,,-0.6483,,-0.9805,,-0.8700,,-1.4453,,-0.4150,,01/01/2017,12/31/2018,-0.3336,,No,
BILLINGS CLINIC HOSPITAL,270004,MT,2020,07/01/2016,06/30/2018,1.4887,,-0.2863,,1.2733,,1.1509,,-0.5090,,0.5706,,01/01/2017,12/31/2018,0.6147,,Yes,
BENEFIS HOSPITALS INC,270012,MT,2020,07/01/2016,06/30/2018,0.7298,,-0.9447,,-0.6289,,N/A,5,-1.4453,,0.4174,,01/01/2017,12/31/2018,-0.3744,,No,
ST PATRICK HOSPITAL,270014,MT,2020,07/01/2016,06/30/2018,-1.5258,,-0.9288,,0.0248,,-1.2219,,-1.4453,,-0.8988,,01/01/2017,12/31/2018,-0.9993,,No,
ST JAMES HEALTHCARE,270017,MT,2020,07/01/2016,06/30/2018,-0.0065,,-1.4459,,-0.0550,,-1.5000,,2.0414,,0.4444,,01/01/2017,12/31/2018,-0.0870,,No,
COMMUNITY MEDICAL CENTER,270023,MT,2020,07/01/2016,06/30/2018,-0.4990,,1.4004,,-1.5354,,1.2706,,-0.4312,,1.7696,,01/01/2017,12/31/2018,0.3292,,No,
NORTHERN MONTANA HOSPITAL,270032,MT,2020,07/01/2016,06/30/2018,-0.6039,,N/A,5,N/A,5,N/A,5,N/A,5,-1.0731,,01/01/2017,12/31/2018,-0.8385,,No,
ST VINCENT HEALTHCARE,270049,MT,2020,07/01/2016,06/30/2018,-0.7081,,-0.0954,,-0.9349,,-0.1847,,-0.2595,,-0.8778,,01/01/2017,12/31/2018,-0.5100,,No,
KALISPELL REGIONAL MEDICAL CENTER,270051,MT,2020,07/01/2016,06/30/2018,-1.5258,,0.2786,,-0.0018,,1.3848,,-0.1639,,0.0267,,01/01/2017,12/31/2018,-0.0002,,No,
BOZEMAN HEALTH DEACONESS HOSPITAL,270057,MT,2020,07/01/2016,06/30/2018,1.1071,,-1.4459,,2.1854,,0.3477,,-1.4453,,-0.0244,,01/01/2017,12/31/2018,0.1208,,No,
P H S INDIAN HOSPITAL AT BROWNING - BLACKFEET,270074,MT,2020,07/01/2016,06/30/2018,0.0397,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2017,12/31/2018,0.0397,,No,
GREAT FALLS CLINIC HOSPITAL,270086,MT,2020,07/01/2016,06/30/2018,-1.0107,,N/A,5,N/A,5,0.1635,,N/A,5,0.1499,,01/01/2017,12/31/2018,-0.2324,,No,
THE HEALTHCENTER,270087,MT,2020,07/01/2016,06/30/2018,-0.3639,,N/A,5,N/A,5,1.0090,,N/A,5,N/A,5,01/01/2017,12/31/2018,0.3226,,No,
BIG SKY MEDICAL CENTER,270089,MT,2020,07/01/2016,06/30/2018,0.0854,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2017,12/31/2018,0.0854,,No,
BRYAN MEDICAL CENTER,280003,NE,2020,07/01/2016,06/30/2018,0.5197,,-0.2823,,-0.1919,,-0.1515,,-0.2152,,0.1259,,01/01/2017,12/31/2018,-0.0326,,No,
CHI HEALTH GOOD SAMARITAN,280009,NE,2020,07/01/2016,06/30/2018,2.0019,,-0.5867,,2.1854,,-0.7484,,-1.4453,,0.2761,,01/01/2017,12/31/2018,0.2805,,No,
THE NEBRASKA MEDICAL CENTER,280013,NE,2020,07/01/2016,06/30/2018,-0.7972,,0.3661,,0.3250,,2.0996,,-0.3710,,0.8891,,01/01/2017,12/31/2018,0.4186,,Yes,
CHI HEALTH ST ELIZABETH,280020,NE,2020,07/01/2016,06/30/2018,-0.9532,,0.3343,,-0.3192,,0.7824,,-0.5727,,1.4361,,01/01/2017,12/31/2018,0.1179,,No,
CHI HEALTH ST FRANCIS,280023,NE,2020,07/01/2016,06/30/2018,2.3575,,-0.6722,,0.1578,,-0.1294,,-1.4453,,-0.1716,,01/01/2017,12/31/2018,0.0161,,No,
MARY LANNING HEALTHCARE,280032,NE,2020,07/01/2016,06/30/2018,-0.8613,,1.6212,,2.1854,,1.0459,,1.1246,,0.1770,,01/01/2017,12/31/2018,0.8821,,Yes,
METHODIST HOSPITAL,280040,NE,2020,07/01/2016,06/30/2018,1.8143,,-0.3042,,-0.5054,,1.0403,,-1.1320,,0.1860,,01/01/2017,12/31/2018,0.1832,,No,
CHI HEALTH CREIGHTON UNIVERSITY MEDICAL CENTER - B,280060,NE,2020,07/01/2016,06/30/2018,0.8099,,-0.2803,,0.1996,,0.3790,,0.0963,,0.0598,,01/01/2017,12/31/2018,0.2107,,No,
REGIONAL WEST MEDICAL CENTER,280061,NE,2020,07/01/2016,06/30/2018,2.3575,,-0.7836,,-1.5354,,0.5853,,-1.4453,,1.3760,,01/01/2017,12/31/2018,0.0924,,No,
GREAT PLAINS HEALTH,280065,NE,2020,07/01/2016,06/30/2018,-0.7427,,-1.4459,,2.1854,,-0.1479,,-1.4453,,-0.5413,,01/01/2017,12/31/2018,-0.3563,,No,
METHODIST FREMONT HEALTH,280077,NE,2020,07/01/2016,06/30/2018,0.6452,,-1.4459,,-1.5354,,N/A,5,N/A,5,0.3933,,01/01/2017,12/31/2018,-0.4857,,No,
CHI HEALTH IMMANUEL,280081,NE,2020,07/01/2016,06/30/2018,-0.8321,,0.7759,,-0.0836,,-1.5000,,0.9918,,-1.0521,,01/01/2017,12/31/2018,-0.2834,,No,
CHI HEALTH MIDLANDS,280105,NE,2020,07/01/2016,06/30/2018,-0.6102,,N/A,5,N/A,5,-1.5000,,N/A,5,1.7997,,01/01/2017,12/31/2018,-0.1035,,No,
COLUMBUS COMMUNITY HOSPITAL,280111,NE,2020,07/01/2016,06/30/2018,0.2649,,N/A,5,N/A,5,2.0996,,N/A,5,-0.8027,,01/01/2017,12/31/2018,0.5206,,Yes,
FAITH REGIONAL HEALTH SERVICES,280125,NE,2020,07/01/2016,06/30/2018,-0.2498,,-1.4459,,-0.1501,,0.4564,,-0.5444,,0.1890,,01/01/2017,12/31/2018,-0.2908,,No,
LINCOLN SURGICAL HOSPITAL,280127,NE,2020,07/01/2016,06/30/2018,-1.2351,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2017,12/31/2018,-1.2351,,No,
CHI HEALTH NEBRASKA HEART,280128,NE,2020,07/01/2016,06/30/2018,-1.5258,,N/A,5,N/A,5,N/A,5,N/A,5,1.8207,,01/01/2017,12/31/2018,0.1475,,No,
ORTHONEBRASKA HOSPITAL,280129,NE,2020,07/01/2016,06/30/2018,-1.5258,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2017,12/31/2018,-1.5258,,No,
CHI HEALTH LAKESIDE,280130,NE,2020,07/01/2016,06/30/2018,1.7900,,-0.5867,,-0.2432,,-0.0521,,-0.9356,,-0.4271,,01/01/2017,12/31/2018,-0.0758,,No,
MIDWEST SURGICAL HOSPITAL LLC,280131,NE,2020,07/01/2016,06/30/2018,-1.1758,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2017,12/31/2018,-1.1758,,No,
BELLEVUE MEDICAL CENTER,280132,NE,2020,07/01/2016,06/30/2018,-0.6189,,-1.4459,,1.8548,,0.6240,,-1.4453,,0.1770,,01/01/2017,12/31/2018,-0.1424,,No,
"NEBRASKA SPINE HOSPITAL, LLC",280133,NE,2020,07/01/2016,06/30/2018,-0.9953,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2017,12/31/2018,-0.9953,,No,
KEARNEY REGIONAL MEDICAL CENTER,280134,NE,2020,07/01/2016,06/30/2018,0.4965,,N/A,5,-1.5354,,-1.5000,,N/A,5,0.7239,,01/01/2017,12/31/2018,-0.4538,,No,
RENOWN REGIONAL MEDICAL CENTER,290001,NV,2020,07/01/2016,06/30/2018,1.6810,,-0.3261,,-0.7563,,0.6332,,-0.9480,,-0.5923,,01/01/2017,12/31/2018,-0.0514,,No,
SUNRISE HOSPITAL AND MEDICAL CENTER,290003,NV,2020,07/01/2016,06/30/2018,1.7298,,0.3840,,0.2262,,1.0753,,1.2679,,0.2641,,01/01/2017,12/31/2018,0.8246,,Yes,
NORTH VISTA HOSPITAL,290005,NV,2020,07/01/2016,06/30/2018,-1.5258,,-0.9984,,0.8039,,-1.5000,,2.2502,,0.9793,,01/01/2017,12/31/2018,0.0015,,No,
UNIVERSITY MEDICAL CENTER,290007,NV,2020,07/01/2016,06/30/2018,2.3575,,0.4437,,0.4637,,1.6575,,-0.0099,,0.9162,,01/01/2017,12/31/2018,0.9714,,Yes,
NORTHEASTERN NEVADA REGIONAL HOSPITAL,290008,NV,2020,07/01/2016,06/30/2018,-0.0491,,N/A,5,-1.5354,,N/A,5,N/A,5,-0.5112,,01/01/2017,12/31/2018,-0.6986,,No,
SAINT MARY'S REGIONAL MEDICAL CENTER,290009,NV,2020,07/01/2016,06/30/2018,-1.5258,,-1.4459,,-0.8836,,-1.0266,,-0.8772,,-0.3970,,01/01/2017,12/31/2018,-1.0260,,No,
SAINT ROSE DOMINICAN HOSPITALS - ROSE DE LIMA,290012,NV,2020,07/01/2016,06/30/2018,0.1760,,-0.9964,,-1.0850,,0.1911,,-0.1214,,1.2738,,01/01/2017,12/31/2018,-0.0937,,No,
CARSON TAHOE REGIONAL MEDICAL CENTER,290019,NV,2020,07/01/2016,06/30/2018,0.1088,,0.5372,,0.7564,,1.1914,,-0.0046,,-0.0845,,01/01/2017,12/31/2018,0.4174,,Yes,
VALLEY HOSPITAL MEDICAL CENTER,290021,NV,2020,07/01/2016,06/30/2018,0.8242,,0.9847,,0.4979,,1.2154,,0.1865,,0.1319,,01/01/2017,12/31/2018,0.6401,,Yes,
DESERT SPRINGS HOSPITAL,290022,NV,2020,07/01/2016,06/30/2018,1.2042,,2.1941,,0.3611,,-0.3192,,1.7706,,0.0507,,01/01/2017,12/31/2018,0.8769,,Yes,
NORTHERN NEVADA MEDICAL CENTER,290032,NV,2020,07/01/2016,06/30/2018,-1.5258,,N/A,5,N/A,5,-1.5000,,N/A,5,0.8140,,01/01/2017,12/31/2018,-0.7373,,No,
MOUNTAINVIEW HOSPITAL,290039,NV,2020,07/01/2016,06/30/2018,-0.7245,,-0.4096,,-0.8646,,-1.1187,,1.0963,,-0.6825,,01/01/2017,12/31/2018,-0.4506,,No,
SUMMERLIN HOSPITAL MEDICAL CENTER,290041,NV,2020,07/01/2016,06/30/2018,2.3575,,0.0817,,0.6253,,0.6572,,0.7494,,0.2761,,01/01/2017,12/31/2018,0.7912,,Yes,
HARMON HOSPITAL,290042,NV,2020,07/01/2016,06/30/2018,0.0883,,-1.4459,,N/A,5,2.0996,18,2.2502,18,1.9710,,01/01/2017,12/31/2018,0.9926,,Yes,
SAINT ROSE DOMINICAN HOSPITALS - SIENA CAMPUS,290045,NV,2020,07/01/2016,06/30/2018,1.4923,,-0.4196,,0.2756,,0.2998,,-1.2701,,0.0477,,01/01/2017,12/31/2018,0.0710,,No,
SPRING VALLEY HOSPITAL MEDICAL CENTER,290046,NV,2020,07/01/2016,06/30/2018,1.8247,,1.6630,,0.4314,,0.1764,,1.3971,,0.1199,,01/01/2017,12/31/2018,0.9354,,Yes,
SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,290047,NV,2020,07/01/2016,06/30/2018,2.0649,,2.1941,,-0.9444,,0.6001,,-0.4329,,0.6397,,01/01/2017,12/31/2018,0.6869,,Yes,
RENOWN SOUTH MEADOWS MEDICAL CENTER,290049,NV,2020,07/01/2016,06/30/2018,-0.5373,,-1.4459,,-1.5354,,N/A,5,-1.4453,,-0.4511,,01/01/2017,12/31/2018,-1.0830,,No,
SAINT ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS,290053,NV,2020,07/01/2016,06/30/2018,2.3575,,-0.5310,,-0.8760,,-0.9087,,-0.8878,,0.8561,,01/01/2017,12/31/2018,0.0017,,No,
CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,290054,NV,2020,07/01/2016,06/30/2018,0.4624,,1.0822,,-0.6232,,-0.7724,,0.1210,,0.8020,,01/01/2017,12/31/2018,0.1787,,No,
ORTHOPEDIC SPECIALTY HOSPITAL OF NEVADA,290056,NV,2020,07/01/2016,06/30/2018,0.0069,,2.1941,,N/A,5,2.0996,18,2.2502,18,1.9710,18,01/01/2017,12/31/2018,1.7044,,Yes,
HENDERSON HOSPITAL,290057,NV,2020,07/01/2016,06/30/2018,-0.8548,,0.4516,,-1.1819,,-1.5000,,-1.4453,,-0.2678,,01/01/2017,12/31/2018,-0.7997,,No,
DIGNITY HEALTH ST ROSE DOMINICAN N L V  CAMPUS,290058,NV,2020,07/01/2016,06/30/2018,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2017,12/31/2018,N/A,5,No,
CONCORD HOSPITAL,300001,NH,2020,07/01/2016,06/30/2018,-1.5258,,-1.2271,,-0.3629,,-0.6121,,-0.7550,,0.7419,,01/01/2017,12/31/2018,-0.6235,,No,
MARY HITCHCOCK MEMORIAL HOSPITAL,300003,NH,2020,07/01/2016,06/30/2018,-0.1193,,0.0558,,1.1003,,1.6280,,-0.3143,,0.1108,,01/01/2017,12/31/2018,0.4102,,Yes,
LAKES REGION GENERAL HOSPITAL,300005,NH,2020,07/01/2016,06/30/2018,-1.1270,,0.0996,,-1.5354,,0.4030,,1.1812,,0.2341,,01/01/2017,12/31/2018,-0.1241,,No,
ST JOSEPH HOSPITAL,300011,NH,2020,07/01/2016,06/30/2018,1.7998,,-1.4459,,-0.9387,,-1.5000,,-1.4453,,1.0574,,01/01/2017,12/31/2018,-0.4121,,No,
ELLIOT HOSPITAL,300012,NH,2020,07/01/2016,06/30/2018,-0.9668,,-1.2450,,0.0590,,-0.4113,,-0.4842,,-0.3189,,01/01/2017,12/31/2018,-0.5612,,No,
FRISBIE MEMORIAL HOSPITAL,300014,NH,2020,07/01/2016,06/30/2018,0.9342,,2.1941,,1.5754,,-0.3173,,N/A,5,1.9710,,01/01/2017,12/31/2018,1.2715,,Yes,
PARKLAND MEDICAL CENTER,300017,NH,2020,07/01/2016,06/30/2018,-1.1089,,0.4835,,-0.6688,,2.0996,,-1.4453,,0.1048,,01/01/2017,12/31/2018,-0.0892,,No,
WENTWORTH-DOUGLASS HOSPITAL,300018,NH,2020,07/01/2016,06/30/2018,-1.4293,,-0.5548,,1.1136,,-0.7539,,-0.8488,,1.2437,,01/01/2017,12/31/2018,-0.2049,,No,
CHESHIRE MEDICAL CENTER,300019,NH,2020,07/01/2016,06/30/2018,-0.9285,,0.2527,,0.4789,,2.0996,,-0.5444,,-0.0514,,01/01/2017,12/31/2018,0.2178,,No,
SOUTHERN NH MEDICAL CENTER,300020,NH,2020,07/01/2016,06/30/2018,-0.4486,,0.9708,,0.2775,,-0.2731,,1.2095,,0.4775,,01/01/2017,12/31/2018,0.3689,,Yes,
EXETER HOSPITAL INC,300023,NH,2020,07/01/2016,06/30/2018,-0.9609,,0.6764,,2.1854,,-0.3616,,-0.4453,,-0.2197,,01/01/2017,12/31/2018,0.1457,,No,
PORTSMOUTH REGIONAL HOSPITAL,300029,NH,2020,07/01/2016,06/30/2018,-0.0756,,-0.3917,,0.8875,,-0.3597,,0.6697,,1.4301,,01/01/2017,12/31/2018,0.3600,,Yes,
CATHOLIC MEDICAL CENTER,300034,NH,2020,07/01/2016,06/30/2018,1.5829,,-0.2306,,-0.7886,,1.3443,,-0.4630,,1.6013,,01/01/2017,12/31/2018,0.5077,,Yes,
HACKENSACK UNIVERSITY MEDICAL CENTER,310001,NJ,2020,07/01/2016,06/30/2018,0.7260,,-0.3321,,0.4010,,0.8967,,1.0502,,-0.0634,,01/01/2017,12/31/2018,0.4464,,Yes,
NEWARK BETH ISRAEL MEDICAL CENTER,310002,NJ,2020,07/01/2016,06/30/2018,-1.0673,,-0.6563,,-0.9330,,0.4048,,0.1741,,-0.5022,,01/01/2017,12/31/2018,-0.4300,,No,
PALISADES MEDICAL CENTER,310003,NJ,2020,07/01/2016,06/30/2018,0.2007,,0.9032,,-0.4864,,2.0996,,0.1582,,0.5255,,01/01/2017,12/31/2018,0.5668,,Yes,
HUNTERDON MEDICAL CENTER,310005,NJ,2020,07/01/2016,06/30/2018,0.1699,,0.8375,,0.3193,,0.1893,,0.0910,,1.9710,,01/01/2017,12/31/2018,0.5963,,Yes,
ST MARY'S GENERAL HOSPITAL,310006,NJ,2020,07/01/2016,06/30/2018,-1.3497,,0.0101,,-1.1458,,-0.9529,,0.8361,,-0.5713,,01/01/2017,12/31/2018,-0.5289,,No,
HOLY NAME MEDICAL CENTER,310008,NJ,2020,07/01/2016,06/30/2018,1.5254,,-0.6205,,-0.5415,,0.6609,,0.0927,,1.1025,,01/01/2017,12/31/2018,0.3699,,Yes,
CLARA MAASS MEDICAL CENTER,310009,NJ,2020,07/01/2016,06/30/2018,-0.1961,,-0.6563,,-0.5700,,0.6019,,0.4733,,1.7005,,01/01/2017,12/31/2018,0.2255,,No,
PENN MEDICINE PRINCETON MEDICAL CENTER,310010,NJ,2020,07/01/2016,06/30/2018,1.4012,,-0.8592,,-0.9748,,-0.3229,,0.3564,,0.1439,,01/01/2017,12/31/2018,-0.0425,,No,
CAPE REGIONAL MEDICAL CENTER INC,310011,NJ,2020,07/01/2016,06/30/2018,-0.6882,,0.3840,,2.1854,,-0.0539,,0.4095,,1.7456,,01/01/2017,12/31/2018,0.6637,,Yes,
VALLEY HOSPITAL,310012,NJ,2020,07/01/2016,06/30/2018,-0.2074,,0.6505,,0.5169,,-0.1515,,-0.1303,,-0.8568,,01/01/2017,12/31/2018,-0.0298,,No,
COOPER UNIVERSITY HOSPITAL,310014,NJ,2020,07/01/2016,06/30/2018,-0.0706,,1.6511,,0.9065,,0.4711,,1.4874,,1.0274,,01/01/2017,12/31/2018,0.9121,,Yes,
MORRISTOWN MEDICAL CENTER,310015,NJ,2020,07/01/2016,06/30/2018,-0.9032,,-0.3539,,-0.1045,,-0.5752,,-0.3285,,-0.1296,,01/01/2017,12/31/2018,-0.3991,,No,
CAREPOINT HEALTH-CHRIST HOSPITAL,310016,NJ,2020,07/01/2016,06/30/2018,2.3575,,0.3840,,-0.7297,,-0.9455,,0.2803,,0.4805,,01/01/2017,12/31/2018,0.3045,,No,
CHILTON MEDICAL CENTER,310017,NJ,2020,07/01/2016,06/30/2018,0.5326,,0.4874,,-0.5681,,-0.6784,,1.0502,,-0.2498,,01/01/2017,12/31/2018,0.0957,,No,
ST JOSEPH'S UNIVERSITY MEDICAL CENTER,310019,NJ,2020,07/01/2016,06/30/2018,2.3575,,0.0319,,-0.2451,,-0.9032,,-0.7674,,-0.4751,,01/01/2017,12/31/2018,-0.0002,,No,
ST FRANCIS MEDICAL CENTER,310021,NJ,2020,07/01/2016,06/30/2018,1.7344,,-1.4459,,1.0585,,-1.5000,,-0.7834,,0.5856,,01/01/2017,12/31/2018,-0.0584,,No,
VIRTUA WEST JERSEY HOSPITALS VOORHEES,310022,NJ,2020,07/01/2016,06/30/2018,-0.7891,,0.2249,,1.2144,,0.3072,,-0.7179,,-0.0755,,01/01/2017,12/31/2018,0.0273,,No,
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY,310024,NJ,2020,07/01/2016,06/30/2018,0.2100,,0.5133,,-0.4237,,-0.7355,,2.2502,,0.8831,,01/01/2017,12/31/2018,0.4496,,Yes,
CAREPOINT HEALTH - BAYONNE MEDICAL CENTER,310025,NJ,2020,07/01/2016,06/30/2018,0.3293,,-0.3639,,-0.2470,,-0.0189,,0.5016,,-0.6434,,01/01/2017,12/31/2018,-0.0737,,No,
